20230521052301,10.0.0.2,65525,10.0.0.11,37130,3,0.0-1.0,608580,4868640,1.791,434,848,51.179,0
20230521052302,10.0.0.2,65525,10.0.0.11,37130,3,1.0-2.0,723240,5785920,1.778,1046,1538,68.010,0
20230521052303,10.0.0.2,65525,10.0.0.11,37130,3,2.0-3.0,777630,6221040,1.651,993,1522,65.243,0
20230521052304,10.0.0.2,65525,10.0.0.11,37130,3,3.0-4.0,796740,6373920,2.225,1026,1568,65.434,0
20230521052305,10.0.0.2,65525,10.0.0.11,37130,3,4.0-5.0,787920,6303360,2.551,764,1300,58.769,0
20230521052306,10.0.0.2,65525,10.0.0.11,37130,3,5.0-6.0,689430,5515440,3.504,926,1395,66.380,0
20230521052307,10.0.0.2,65525,10.0.0.11,37130,3,6.0-7.0,660030,5280240,2.503,795,1244,63.907,0
20230521052308,10.0.0.2,65525,10.0.0.11,37130,3,7.0-8.0,629160,5033280,4.901,1142,1570,72.739,0
20230521052309,10.0.0.2,65525,10.0.0.11,37130,3,8.0-9.0,664440,5315520,3.334,867,1319,65.732,0
20230521052310,10.0.0.2,65525,10.0.0.11,37130,3,9.0-10.0,630630,5045040,3.703,981,1410,69.574,0
20230521052311,10.0.0.2,65525,10.0.0.11,37130,3,10.0-11.0,618870,4950960,3.487,1178,1599,73.671,0
20230521052312,10.0.0.2,65525,10.0.0.11,37130,3,11.0-12.0,674730,5397840,4.606,1196,1655,72.266,0
20230521052313,10.0.0.2,65525,10.0.0.11,37130,3,12.0-13.0,720300,5762400,3.041,849,1339,63.406,0
20230521052314,10.0.0.2,65525,10.0.0.11,37130,3,13.0-14.0,759990,6079920,2.192,947,1464,64.686,0
20230521052315,10.0.0.2,65525,10.0.0.11,37130,3,14.0-15.0,751170,6009360,6.860,1040,1551,67.054,0
20230521052316,10.0.0.2,65525,10.0.0.11,37130,3,15.0-16.0,736470,5891760,2.519,829,1330,62.331,0
20230521052317,10.0.0.2,65525,10.0.0.11,37130,3,16.0-17.0,702660,5621280,3.149,834,1312,63.567,0
20230521052318,10.0.0.2,65525,10.0.0.11,37130,3,17.0-18.0,623280,4986240,3.871,1158,1582,73.198,0
20230521052319,10.0.0.2,65525,10.0.0.11,37130,3,18.0-19.0,652680,5221440,3.401,904,1348,67.062,0
20230521052320,10.0.0.2,65525,10.0.0.11,37130,3,19.0-20.0,642390,5139120,2.854,1017,1454,69.945,0
20230521052321,10.0.0.2,65525,10.0.0.11,37130,3,20.0-21.0,623280,4986240,3.331,1131,1555,72.733,0
20230521052322,10.0.0.2,65525,10.0.0.11,37130,3,21.0-22.0,693840,5550720,2.201,1021,1493,68.386,0
20230521052323,10.0.0.2,65525,10.0.0.11,37130,3,22.0-23.0,787920,6303360,0.853,1104,1640,67.317,0
20230521052323,10.0.0.2,65525,10.0.0.11,37130,3,0.0-23.2,16096500,5539942,5.777,22335,33285,67.102,1
