20230521045808,10.0.0.3,65525,10.0.0.1,32869,3,0.0-1.0,169050,1352400,2.727,1190,1305,91.188,0
20230521045809,10.0.0.3,65525,10.0.0.1,32869,3,1.0-2.0,164640,1317120,10.674,1478,1590,92.956,0
20230521045810,10.0.0.3,65525,10.0.0.1,32869,3,2.0-3.0,158760,1270080,10.557,1486,1594,93.225,0
20230521045811,10.0.0.3,65525,10.0.0.1,32869,3,3.0-4.0,160230,1281840,11.800,1546,1655,93.414,0
20230521045812,10.0.0.3,65525,10.0.0.1,32869,3,4.0-5.0,154350,1234800,9.058,1468,1573,93.325,0
20230521045813,10.0.0.3,65525,10.0.0.1,32869,3,5.0-6.0,120540,964320,17.187,1219,1301,93.697,0
20230521045814,10.0.0.3,65525,10.0.0.1,32869,3,6.0-7.0,113190,905520,12.467,1529,1606,95.205,0
20230521045815,10.0.0.3,65525,10.0.0.1,32869,3,7.0-8.0,99960,799680,17.941,1271,1339,94.922,0
20230521045816,10.0.0.3,65525,10.0.0.1,32869,3,8.0-9.0,110250,882000,21.830,1611,1686,95.552,0
20230521045817,10.0.0.3,65525,10.0.0.1,32869,3,9.0-10.0,119070,952560,25.734,1877,1958,95.863,0
20230521045818,10.0.0.3,65525,10.0.0.1,32869,3,10.0-11.0,133770,1070160,18.482,1541,1632,94.424,0
20230521045819,10.0.0.3,65525,10.0.0.1,32869,3,11.0-12.0,141120,1128960,14.736,1712,1808,94.690,0
20230521045820,10.0.0.3,65525,10.0.0.1,32869,3,12.0-13.0,129360,1034880,12.401,1450,1538,94.278,0
20230521045821,10.0.0.3,65525,10.0.0.1,32869,3,13.0-14.0,141120,1128960,11.413,1576,1672,94.258,0
20230521045822,10.0.0.3,65525,10.0.0.1,32869,3,14.0-15.0,129360,1034880,11.824,1478,1566,94.381,0
20230521045823,10.0.0.3,65525,10.0.0.1,32869,3,15.0-16.0,97020,776160,21.470,1178,1244,94.695,0
20230521045824,10.0.0.3,65525,10.0.0.1,32869,3,16.0-17.0,114660,917280,17.715,1621,1699,95.409,0
20230521045825,10.0.0.3,65525,10.0.0.1,32869,3,17.0-18.0,129360,1034880,16.321,1715,1803,95.119,0
20230521045826,10.0.0.3,65525,10.0.0.1,32869,3,18.0-19.0,95550,764400,20.884,1376,1441,95.489,0
20230521045827,10.0.0.3,65525,10.0.0.1,32869,3,19.0-20.0,248430,1987440,858.133,1609,1778,90.495,87
20230521045828,10.0.0.3,65525,10.0.0.1,32869,3,20.0-21.0,148470,1187760,35.649,1676,1777,94.316,21
20230521045829,10.0.0.3,65525,10.0.0.1,32869,3,21.0-22.0,426300,3410400,223.605,1343,1633,82.241,225
20230521045830,10.0.0.3,65525,10.0.0.1,32869,3,22.0-23.0,351330,2810640,38.777,1341,1580,84.873,149
20230521045831,10.0.0.3,65525,10.0.0.1,32869,3,23.0-24.0,382200,3057600,287.213,1405,1665,84.384,168
20230521045832,10.0.0.3,65525,10.0.0.1,32869,3,24.0-25.0,294000,2352000,17.030,1559,1759,88.630,107
20230521045833,10.0.0.3,65525,10.0.0.1,32869,3,25.0-26.0,255780,2046240,175.554,1110,1284,86.449,92
20230521045834,10.0.0.3,65525,10.0.0.1,32869,3,26.0-27.0,288120,2304960,535.341,1578,1774,88.952,114
20230521045835,10.0.0.3,65525,10.0.0.1,32869,3,27.0-28.0,111720,893760,32.191,1564,1640,95.366,11
20230521045835,10.0.0.3,65525,10.0.0.1,32869,3,0.0-28.5,5025930,1411820,28.129,41876,45295,92.452,974
20230521045932,10.0.0.3,65525,10.0.0.8,44450,4,0.0-1.0,1252440,10019520,0.129,22,852,2.582,22
20230521045933,10.0.0.3,65525,10.0.0.8,44450,4,1.0-2.0,1249500,9996000,0.195,33,850,3.882,33
20230521045934,10.0.0.3,65525,10.0.0.8,44450,4,2.0-3.0,737940,5903520,1.947,213,715,29.790,50
20230521045935,10.0.0.3,65525,10.0.0.8,44450,4,3.0-4.0,823200,6585600,3.399,255,815,31.288,57
20230521045936,10.0.0.3,65525,10.0.0.8,44450,4,4.0-5.0,771750,6174000,5.339,349,874,39.931,67
20230521045937,10.0.0.3,65525,10.0.0.8,44450,4,5.0-6.0,702660,5621280,4.895,339,817,41.493,92
20230521045938,10.0.0.3,65525,10.0.0.8,44450,4,6.0-7.0,526260,4210080,228.628,527,885,59.548,161
20230521045939,10.0.0.3,65525,10.0.0.8,44450,4,7.0-8.0,930510,7444080,244.286,330,963,34.268,252
20230521045940,10.0.0.3,65525,10.0.0.8,44450,4,8.0-9.0,839370,6714960,225.806,219,790,27.722,224
20230521045941,10.0.0.3,65525,10.0.0.8,44450,4,9.0-10.0,934920,7479360,220.674,305,941,32.412,250
20230521045942,10.0.0.3,65525,10.0.0.8,44450,4,10.0-11.0,929040,7432320,204.409,212,844,25.118,261
20230521045943,10.0.0.3,65525,10.0.0.8,44450,4,11.0-12.0,817320,6538560,195.481,194,750,25.867,226
20230521045944,10.0.0.3,65525,10.0.0.8,44450,4,12.0-13.0,476280,3810240,519.449,463,787,58.831,87
20230521045945,10.0.0.3,65525,10.0.0.8,44450,4,13.0-14.0,446880,3575040,371.389,453,757,59.841,101
20230521045946,10.0.0.3,65525,10.0.0.8,44450,4,14.0-15.0,568890,4551120,396.149,573,960,59.688,116
20230521045947,10.0.0.3,65525,10.0.0.8,44450,4,15.0-16.0,436590,3492720,422.955,479,776,61.727,90
