20230521060337,10.0.0.8,65525,10.0.0.6,35167,3,0.0-1.0,2296140,18369120,112.721,619,2181,28.381,1041
20230521060338,10.0.0.8,65525,10.0.0.6,35167,3,1.0-2.0,1965390,15723120,90.254,1100,2437,45.137,673
20230521060339,10.0.0.8,65525,10.0.0.6,35167,3,2.0-3.0,1681680,13453440,71.655,1107,2251,49.178,357
20230521060340,10.0.0.8,65525,10.0.0.6,35167,3,3.0-4.0,1302420,10419360,118.243,1533,2419,63.373,405
20230521060341,10.0.0.8,65525,10.0.0.6,35167,3,4.0-5.0,823200,6585600,118.306,1190,1750,68.000,155
20230521060342,10.0.0.8,65525,10.0.0.6,35167,3,5.0-6.0,710010,5680080,74.104,1956,2439,80.197,114
20230521060343,10.0.0.8,65525,10.0.0.6,35167,3,6.0-7.0,986370,7890960,61.777,1865,2536,73.541,208
20230521060344,10.0.0.8,65525,10.0.0.6,35167,3,7.0-8.0,715890,5727120,134.340,1544,2031,76.022,135
20230521060345,10.0.0.8,65525,10.0.0.6,35167,3,8.0-9.0,555660,4445280,194.036,2219,2597,85.445,73
20230521060346,10.0.0.8,65525,10.0.0.6,35167,3,9.0-10.0,879060,7032480,87.649,1943,2541,76.466,155
20230521060347,10.0.0.8,65525,10.0.0.6,35167,3,10.0-11.0,983430,7867440,72.389,1810,2479,73.013,203
20230521060348,10.0.0.8,65525,10.0.0.6,35167,3,11.0-12.0,1705200,13641600,55.486,1298,2458,52.807,618
20230521060349,10.0.0.8,65525,10.0.0.6,35167,3,12.0-13.0,1155420,9243360,88.514,1339,2125,63.012,443
20230521060350,10.0.0.8,65525,10.0.0.6,35167,3,13.0-14.0,683550,5468400,62.804,1708,2173,78.601,304
20230521060351,10.0.0.8,65525,10.0.0.6,35167,3,14.0-15.0,602700,4821600,70.961,1736,2146,80.895,229
20230521060352,10.0.0.8,65525,10.0.0.6,35167,3,15.0-16.0,368970,2951760,61.849,1775,2026,87.611,116
20230521060353,10.0.0.8,65525,10.0.0.6,35167,3,16.0-17.0,683550,5468400,77.619,2376,2841,83.633,284
20230521060354,10.0.0.8,65525,10.0.0.6,35167,3,17.0-18.0,499800,3998400,101.595,1696,2036,83.301,196
20230521060355,10.0.0.8,65525,10.0.0.6,35167,3,18.0-19.0,355740,2845920,189.087,2088,2330,89.614,109
20230521060356,10.0.0.8,65525,10.0.0.6,35167,3,19.0-20.0,736470,5891760,37.188,2782,3283,84.740,296
20230521060357,10.0.0.8,65525,10.0.0.6,35167,3,20.0-21.0,1034880,8279040,129.225,1863,2567,72.575,430
20230521060358,10.0.0.8,65525,10.0.0.6,35167,3,21.0-22.0,1074570,8596560,114.564,1629,2360,69.025,468
20230521060359,10.0.0.8,65525,10.0.0.6,35167,3,22.0-23.0,1124550,8996400,91.788,1703,2468,69.003,485
20230521060400,10.0.0.8,65525,10.0.0.6,35167,3,23.0-24.0,1093680,8749440,96.116,1550,2294,67.568,488
20230521060401,10.0.0.8,65525,10.0.0.6,35167,3,24.0-25.0,930510,7444080,57.052,1576,2209,71.344,396
20230521060402,10.0.0.8,65525,10.0.0.6,35167,3,25.0-26.0,538020,4304160,152.094,1259,1625,77.477,252
20230521060403,10.0.0.8,65525,10.0.0.6,35167,3,26.0-27.0,807030,6456240,55.608,1890,2439,77.491,286
20230521060404,10.0.0.8,65525,10.0.0.6,35167,3,27.0-28.0,407190,3257520,155.216,1831,2108,86.860,185
20230521060405,10.0.0.8,65525,10.0.0.6,35167,3,28.0-29.0,380730,3045840,150.700,2218,2477,89.544,106
20230521060405,10.0.0.8,65525,10.0.0.6,35167,3,0.0-29.5,27328770,7413691,158.116,50446,69037,73.071,9282
[  3] WARNING: ack of last datagram failed after 10 tries.
20230521060405,10.0.0.8,65525,10.0.0.6,35167,4,0.0-0.1,26460,1483485,7.365,68989,69007,99.974,1
