20230521062623,10.0.0.14,65525,10.0.0.5,37497,3,0.0-1.0,471870,3774960,7.195,869,1190,73.025,113
20230521062627,10.0.0.14,65525,10.0.0.5,37497,3,1.0-2.0,2940,23520,9.105,0,0,-nan,2
20230521062627,10.0.0.14,65525,10.0.0.5,37497,3,2.0-3.0,0,0,9.105,0,0,-nan,0
20230521062627,10.0.0.14,65525,10.0.0.5,37497,3,3.0-4.0,0,0,9.105,0,0,-nan,0
20230521062627,10.0.0.14,65525,10.0.0.5,37497,3,4.0-5.0,147000,1176000,7.852,9048,9148,98.907,58
20230521062632,10.0.0.14,65525,10.0.0.5,37497,3,5.0-6.0,158760,1270080,6.242,944,1052,89.734,3
20230521062632,10.0.0.14,65525,10.0.0.5,37497,3,6.0-7.0,0,0,6.242,0,0,-nan,0
20230521062632,10.0.0.14,65525,10.0.0.5,37497,3,7.0-8.0,0,0,6.242,0,0,-nan,0
20230521062632,10.0.0.14,65525,10.0.0.5,37497,3,8.0-9.0,0,0,6.242,0,0,-nan,0
20230521062632,10.0.0.14,65525,10.0.0.5,37497,3,9.0-10.0,16170,129360,21.069,8963,8974,99.877,5
20230521062637,10.0.0.14,65525,10.0.0.5,37497,3,10.0-11.0,49980,399840,28.733,561,595,94.286,1
20230521062637,10.0.0.14,65525,10.0.0.5,37497,3,11.0-12.0,0,0,28.733,0,0,-nan,0
20230521062637,10.0.0.14,65525,10.0.0.5,37497,3,12.0-13.0,0,0,28.733,0,0,-nan,0
20230521062637,10.0.0.14,65525,10.0.0.5,37497,3,13.0-14.0,0,0,28.733,0,0,-nan,0
20230521062637,10.0.0.14,65525,10.0.0.5,37497,3,14.0-15.0,10290,82320,44.580,9449,9456,99.926,3
20230521062642,10.0.0.14,65525,10.0.0.5,37497,3,15.0-16.0,67620,540960,24.792,588,634,92.744,18
20230521062642,10.0.0.14,65525,10.0.0.5,37497,3,16.0-17.0,0,0,24.792,0,0,-nan,0
20230521062642,10.0.0.14,65525,10.0.0.5,37497,3,17.0-18.0,0,0,24.792,0,0,-nan,0
20230521062642,10.0.0.14,65525,10.0.0.5,37497,3,18.0-19.0,0,0,24.792,0,0,-nan,0
20230521062642,10.0.0.14,65525,10.0.0.5,37497,3,19.0-20.0,14700,117600,31.780,9559,9569,99.895,5
20230521062647,10.0.0.14,65525,10.0.0.5,37497,3,20.0-21.0,49980,399840,44.666,1637,1671,97.965,14
20230521062647,10.0.0.14,65525,10.0.0.5,37497,3,21.0-22.0,0,0,44.666,0,0,-nan,0
20230521062647,10.0.0.14,65525,10.0.0.5,37497,3,22.0-23.0,0,0,44.666,0,0,-nan,0
20230521062647,10.0.0.14,65525,10.0.0.5,37497,3,23.0-24.0,0,0,44.666,0,0,-nan,0
20230521062647,10.0.0.14,65525,10.0.0.5,37497,3,24.0-25.0,14700,117600,39.083,9106,9116,99.890,5
