20230521062542,10.0.0.11,65525,10.0.0.2,49723,3,0.0-1.0,770280,6162240,93.813,2242,2766,81.056,362
20230521062546,10.0.0.11,65525,10.0.0.2,49723,3,1.0-2.0,189630,1517040,205.159,66,195,33.846,92
20230521062546,10.0.0.11,65525,10.0.0.2,49723,3,2.0-3.0,0,0,205.159,0,0,-nan,0
20230521062546,10.0.0.11,65525,10.0.0.2,49723,3,3.0-4.0,0,0,205.159,0,0,-nan,0
20230521062546,10.0.0.11,65525,10.0.0.2,49723,3,4.0-5.0,0,0,205.159,0,0,-nan,0
20230521062547,10.0.0.11,65525,10.0.0.2,49723,3,5.0-6.0,411600,3292800,6.166,5811,6091,95.403,165
20230521062551,10.0.0.11,65525,10.0.0.2,49723,3,6.0-7.0,233730,1869840,127.479,150,309,48.544,126
20230521062551,10.0.0.11,65525,10.0.0.2,49723,3,7.0-8.0,0,0,127.479,0,0,-nan,0
20230521062551,10.0.0.11,65525,10.0.0.2,49723,3,8.0-9.0,0,0,127.479,0,0,-nan,0
20230521062551,10.0.0.11,65525,10.0.0.2,49723,3,9.0-10.0,0,0,127.479,0,0,-nan,0
20230521062552,10.0.0.11,65525,10.0.0.2,49723,3,10.0-11.0,317520,2540160,4.910,5586,5802,96.277,144
20230521062553,10.0.0.11,65525,10.0.0.2,49723,3,11.0-12.0,570360,4562880,225.868,397,785,50.573,334
20230521062556,10.0.0.11,65525,10.0.0.2,49723,3,12.0-13.0,277830,2222640,343.203,0,0,-nan,189
20230521062556,10.0.0.11,65525,10.0.0.2,49723,3,13.0-14.0,0,0,343.203,0,0,-nan,0
20230521062556,10.0.0.11,65525,10.0.0.2,49723,3,14.0-15.0,0,0,343.203,0,0,-nan,0
20230521062557,10.0.0.11,65525,10.0.0.2,49723,3,15.0-16.0,186690,1493520,9.959,5098,5225,97.569,89
20230521062558,10.0.0.11,65525,10.0.0.2,49723,3,16.0-17.0,263130,2105040,24.648,505,684,73.830,136
20230521062602,10.0.0.11,65525,10.0.0.2,49723,3,17.0-18.0,26460,211680,22.179,53,71,74.648,12
20230521062602,10.0.0.11,65525,10.0.0.2,49723,3,18.0-19.0,0,0,22.179,0,0,-nan,0
20230521062602,10.0.0.11,65525,10.0.0.2,49723,3,19.0-20.0,0,0,22.179,0,0,-nan,0
20230521062602,10.0.0.11,65525,10.0.0.2,49723,3,20.0-21.0,0,0,22.179,0,0,-nan,0
20230521062602,10.0.0.11,65525,10.0.0.2,49723,3,0.0-21.1,3248700,1229702,22.338,24550,26760,91.741,1649
20230521062623,10.0.0.11,65525,10.0.0.7,58537,4,0.0-1.0,324870,2598960,6.174,373,594,62.795,0
20230521062624,10.0.0.11,65525,10.0.0.7,58537,4,1.0-2.0,636510,5092080,0.896,1265,1698,74.499,0
20230521062625,10.0.0.11,65525,10.0.0.7,58537,4,2.0-3.0,899640,7197120,1.270,715,1327,53.881,0
20230521062626,10.0.0.11,65525,10.0.0.7,58537,4,3.0-4.0,830550,6644400,0.597,716,1281,55.894,0
20230521062627,10.0.0.11,65525,10.0.0.7,58537,4,4.0-5.0,852600,6820800,5.716,390,970,40.206,0
20230521062628,10.0.0.11,65525,10.0.0.7,58537,4,5.0-6.0,127890,1023120,7.734,303,390,77.692,0
20230521062629,10.0.0.11,65525,10.0.0.7,58537,4,6.0-7.0,307230,2457840,4.289,1865,2074,89.923,0
20230521062630,10.0.0.11,65525,10.0.0.7,58537,4,7.0-8.0,314580,2516640,3.289,917,1131,81.079,0
20230521062631,10.0.0.11,65525,10.0.0.7,58537,4,8.0-9.0,236670,1893360,4.394,1069,1230,86.911,0
20230521062632,10.0.0.11,65525,10.0.0.7,58537,4,9.0-10.0,173460,1387680,9.947,873,991,88.093,0
20230521062633,10.0.0.11,65525,10.0.0.7,58537,4,10.0-11.0,135240,1081920,11.531,892,984,90.650,0
20230521062634,10.0.0.11,65525,10.0.0.7,58537,4,11.0-12.0,346920,2775360,4.556,1783,2019,88.311,0
20230521062635,10.0.0.11,65525,10.0.0.7,58537,4,12.0-13.0,288120,2304960,8.229,813,1009,80.575,0
20230521062636,10.0.0.11,65525,10.0.0.7,58537,4,13.0-14.0,145530,1164240,12.681,663,762,87.008,0
20230521062637,10.0.0.11,65525,10.0.0.7,58537,4,14.0-15.0,130830,1046640,15.319,958,1047,91.500,0
20230521062638,10.0.0.11,65525,10.0.0.7,58537,4,15.0-16.0,139650,1117200,13.268,1334,1429,93.352,0
20230521062639,10.0.0.11,65525,10.0.0.7,58537,4,16.0-17.0,230790,1846320,7.859,1637,1794,91.249,0
20230521062640,10.0.0.11,65525,10.0.0.7,58537,4,17.0-18.0,338100,2704800,4.932,1408,1638,85.958,0
20230521062641,10.0.0.11,65525,10.0.0.7,58537,4,18.0-19.0,418950,3351600,4.657,924,1209,76.427,0
20230521062642,10.0.0.11,65525,10.0.0.7,58537,4,19.0-20.0,207270,1658160,8.229,775,916,84.607,0
20230521062642,10.0.0.11,65525,10.0.0.7,58537,4,0.0-20.5,7244160,2823920,7.746,20580,25508,80.681,1
read failed: Connection refused
