------------------------------------------------------------
Server listening on TCP port 48639
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.6 port 48639 connected with 10.0.0.11 port 42634
[ ID] Interval       Transfer     Bandwidth
[  1] 98.0000-99.0000 sec  5.69 MBytes  47.8 Mbits/sec
[  1] 99.0000-100.0000 sec  7.30 MBytes  61.2 Mbits/sec
[  1] 100.0000-101.0000 sec  7.30 MBytes  61.3 Mbits/sec
[  1] 101.0000-102.0000 sec  7.77 MBytes  65.2 Mbits/sec
[  1] 102.0000-103.0000 sec  7.17 MBytes  60.2 Mbits/sec
[  1] 103.0000-104.0000 sec  5.97 MBytes  50.1 Mbits/sec
[  1] 104.0000-105.0000 sec  6.88 MBytes  57.7 Mbits/sec
[  1] 105.0000-106.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  1] 106.0000-107.0000 sec  6.18 MBytes  51.8 Mbits/sec
[  1] 107.0000-108.0000 sec  5.61 MBytes  47.0 Mbits/sec
[  1] 108.0000-109.0000 sec  6.23 MBytes  52.3 Mbits/sec
[  1] 109.0000-110.0000 sec  5.93 MBytes  49.7 Mbits/sec
[  1] 110.0000-111.0000 sec  5.98 MBytes  50.2 Mbits/sec
[  1] 111.0000-112.0000 sec  6.32 MBytes  53.0 Mbits/sec
[  1] 112.0000-113.0000 sec  6.99 MBytes  58.6 Mbits/sec
[  1] 113.0000-114.0000 sec  5.65 MBytes  47.4 Mbits/sec
[  1] 114.0000-115.0000 sec  7.08 MBytes  59.4 Mbits/sec
[  1] 115.0000-116.0000 sec  4.15 MBytes  34.8 Mbits/sec
[  1] 116.0000-117.0000 sec  5.25 MBytes  44.0 Mbits/sec
[  1] 117.0000-118.0000 sec  5.18 MBytes  43.5 Mbits/sec
[  1] 118.0000-119.0000 sec  5.49 MBytes  46.0 Mbits/sec
[  1] 119.0000-120.0000 sec  5.85 MBytes  49.0 Mbits/sec
[  1] 120.0000-121.0000 sec  5.50 MBytes  46.1 Mbits/sec
[  1] 121.0000-122.0000 sec  6.00 MBytes  50.4 Mbits/sec
[  1] 122.0000-123.0000 sec  6.09 MBytes  51.1 Mbits/sec
[  1] 123.0000-124.0000 sec  5.84 MBytes  49.0 Mbits/sec
[  1] 124.0000-125.0000 sec  5.21 MBytes  43.7 Mbits/sec
[  1] 125.0000-126.0000 sec  6.26 MBytes  52.5 Mbits/sec
[  1] 126.0000-127.0000 sec  6.22 MBytes  52.2 Mbits/sec
[  1] 127.0000-128.0000 sec  6.67 MBytes  56.0 Mbits/sec
[  1] 128.0000-129.0000 sec  5.65 MBytes  47.4 Mbits/sec
[  1] 129.0000-130.0000 sec  5.40 MBytes  45.3 Mbits/sec
[  1] 130.0000-131.0000 sec  6.19 MBytes  51.9 Mbits/sec
[  1] 131.0000-132.0000 sec  5.40 MBytes  45.3 Mbits/sec
[  1] 132.0000-133.0000 sec  5.87 MBytes  49.2 Mbits/sec
[  1] 133.0000-134.0000 sec  5.51 MBytes  46.2 Mbits/sec
[  1] 134.0000-135.0000 sec  3.34 MBytes  28.1 Mbits/sec
[  1] 135.0000-136.0000 sec  4.73 MBytes  39.6 Mbits/sec
[  1] 136.0000-137.0000 sec  4.43 MBytes  37.2 Mbits/sec
[  1] 137.0000-138.0000 sec  5.35 MBytes  44.9 Mbits/sec
[  1] 138.0000-139.0000 sec  5.11 MBytes  42.8 Mbits/sec
[  1] 139.0000-140.0000 sec  5.12 MBytes  43.0 Mbits/sec
[  1] 140.0000-141.0000 sec  6.26 MBytes  52.5 Mbits/sec
[  1] 141.0000-142.0000 sec  5.34 MBytes  44.8 Mbits/sec
[  1] 142.0000-143.0000 sec  5.69 MBytes  47.8 Mbits/sec
[  1] 143.0000-144.0000 sec  5.88 MBytes  49.3 Mbits/sec
[  1] 144.0000-145.0000 sec  5.89 MBytes  49.4 Mbits/sec
[  1] 145.0000-146.0000 sec  4.04 MBytes  33.9 Mbits/sec
[  1] 146.0000-147.0000 sec  5.16 MBytes  43.3 Mbits/sec
[  1] 147.0000-148.0000 sec  5.84 MBytes  49.0 Mbits/sec
[  1] 148.0000-149.0000 sec  4.92 MBytes  41.2 Mbits/sec
[  1] 149.0000-150.0000 sec  5.00 MBytes  41.9 Mbits/sec
[  1] 150.0000-151.0000 sec  6.26 MBytes  52.5 Mbits/sec
[  1] 151.0000-152.0000 sec  4.72 MBytes  39.6 Mbits/sec
[  1] 152.0000-153.0000 sec  4.74 MBytes  39.8 Mbits/sec
[  1] 153.0000-154.0000 sec  4.50 MBytes  37.8 Mbits/sec
[  1] 154.0000-155.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 155.0000-156.0000 sec  5.27 MBytes  44.2 Mbits/sec
[  1] 156.0000-157.0000 sec  4.14 MBytes  34.8 Mbits/sec
[  1] 157.0000-158.0000 sec  3.62 MBytes  30.4 Mbits/sec
[  1] 158.0000-159.0000 sec  4.94 MBytes  41.5 Mbits/sec
[  1] 159.0000-160.0000 sec  5.18 MBytes  43.5 Mbits/sec
[  1] 160.0000-161.0000 sec  4.11 MBytes  34.5 Mbits/sec
[  1] 161.0000-162.0000 sec  4.31 MBytes  36.1 Mbits/sec
[  1] 162.0000-163.0000 sec  3.74 MBytes  31.4 Mbits/sec
[  1] 163.0000-164.0000 sec  4.75 MBytes  39.8 Mbits/sec
[  1] 164.0000-165.0000 sec  3.38 MBytes  28.3 Mbits/sec
[  1] 165.0000-166.0000 sec  4.12 MBytes  34.5 Mbits/sec
[  1] 166.0000-167.0000 sec  4.23 MBytes  35.5 Mbits/sec
[  1] 167.0000-168.0000 sec  4.10 MBytes  34.4 Mbits/sec
[  1] 168.0000-169.0000 sec  4.83 MBytes  40.5 Mbits/sec
[  1] 169.0000-170.0000 sec  3.54 MBytes  29.7 Mbits/sec
[  1] 170.0000-171.0000 sec  4.11 MBytes  34.5 Mbits/sec
[  1] 171.0000-172.0000 sec  3.51 MBytes  29.5 Mbits/sec
[  1] 172.0000-173.0000 sec  3.86 MBytes  32.4 Mbits/sec
[  1] 173.0000-174.0000 sec  4.14 MBytes  34.8 Mbits/sec
[  1] 174.0000-175.0000 sec  3.74 MBytes  31.3 Mbits/sec
[  1] 175.0000-176.0000 sec  4.08 MBytes  34.2 Mbits/sec
[  1] 176.0000-177.0000 sec  2.15 MBytes  18.0 Mbits/sec
[  1] 177.0000-178.0000 sec  2.63 MBytes  22.1 Mbits/sec
[  1] 178.0000-179.0000 sec  2.36 MBytes  19.8 Mbits/sec
[  1] 179.0000-180.0000 sec  3.38 MBytes  28.4 Mbits/sec
[  1] 180.0000-181.0000 sec  2.50 MBytes  20.9 Mbits/sec
[  1] 181.0000-182.0000 sec  3.01 MBytes  25.3 Mbits/sec
[  1] 182.0000-183.0000 sec  3.76 MBytes  31.6 Mbits/sec
[  1] 183.0000-184.0000 sec  2.36 MBytes  19.8 Mbits/sec
[  1] 184.0000-184.2667 sec   793 KBytes  24.4 Mbits/sec
[  1] 0.0000-184.2667 sec  1.22 GBytes  57.1 Mbits/sec
