------------------------------------------------------------
Server listening on UDP port 23831
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.2 port 23831 connected with 10.0.0.13 port 38026
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec  2.68 MBytes  22.5 Mbits/sec   0.214 ms 6085/7996 (76%)
[  1] 1.0000-2.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.072 ms 6126/8028 (76%)
[  1] 2.0000-3.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.079 ms 6123/8024 (76%)
[  1] 3.0000-4.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.226 ms 6121/8022 (76%)
[  1] 4.0000-5.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.135 ms 6126/8028 (76%)
[  1] 5.0000-6.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.142 ms 6122/8023 (76%)
[  1] 6.0000-7.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.079 ms 6123/8024 (76%)
[  1] 7.0000-8.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.062 ms 6124/8026 (76%)
[  1] 8.0000-9.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.206 ms 6123/8024 (76%)
[  1] 8.0000-9.0000 sec  1 datagrams received out-of-order
[  1] 9.0000-10.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.239 ms 6125/8027 (76%)
[  1] 10.0000-11.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.279 ms 6121/8022 (76%)
[  1] 11.0000-12.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.058 ms 6126/8028 (76%)
[  1] 12.0000-13.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.061 ms 6122/8023 (76%)
[  1] 13.0000-14.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.055 ms 6121/8022 (76%)
[  1] 14.0000-15.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.100 ms 6126/8028 (76%)
[  1] 15.0000-16.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.284 ms 6123/8024 (76%)
[  1] 16.0000-17.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.055 ms 6125/8027 (76%)
[  1] 17.0000-18.0000 sec  2.65 MBytes  22.2 Mbits/sec   0.085 ms 6132/8023 (76%)
[  1] 18.0000-19.0000 sec  2.67 MBytes  22.4 Mbits/sec   0.069 ms 6121/8022 (76%)
