------------------------------------------------------------
Server listening on UDP port 5623
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.13 port 5623 connected with 10.0.0.14 port 48763
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec   609 KBytes  4.99 Mbits/sec   0.406 ms 13/437 (3%)
[  1] 1.0000-2.0000 sec   614 KBytes  5.03 Mbits/sec   0.301 ms 8/436 (1.8%)
[  1] 2.0000-3.0000 sec   609 KBytes  4.99 Mbits/sec   0.276 ms 11/435 (2.5%)
[  1] 3.0000-4.0000 sec   610 KBytes  5.00 Mbits/sec   0.640 ms 11/436 (2.5%)
[  1] 4.0000-5.0000 sec   606 KBytes  4.96 Mbits/sec   0.252 ms 13/435 (3%)
[  1] 5.0000-6.0000 sec   610 KBytes  5.00 Mbits/sec   0.550 ms 10/435 (2.3%)
[  1] 6.0000-7.0000 sec   609 KBytes  4.99 Mbits/sec   0.385 ms 12/436 (2.8%)
[  1] 7.0000-8.0000 sec   609 KBytes  4.99 Mbits/sec   0.655 ms 11/435 (2.5%)
[  1] 8.0000-9.0000 sec   609 KBytes  4.99 Mbits/sec   0.412 ms 11/435 (2.5%)
[  1] 9.0000-10.0000 sec   606 KBytes  4.96 Mbits/sec   0.372 ms 14/436 (3.2%)
[  1] 10.0000-11.0000 sec   612 KBytes  5.01 Mbits/sec   0.486 ms 9/435 (2.1%)
[  1] 11.0000-12.0000 sec   616 KBytes  5.05 Mbits/sec   0.358 ms 7/436 (1.6%)
[  1] 12.0000-13.0000 sec   606 KBytes  4.96 Mbits/sec   0.417 ms 13/435 (3%)
[  1] 13.0000-14.0000 sec   609 KBytes  4.99 Mbits/sec   0.657 ms 11/435 (2.5%)
[  1] 14.0000-15.0000 sec   609 KBytes  4.99 Mbits/sec   0.545 ms 12/436 (2.8%)
[  1] 15.0000-16.0000 sec   613 KBytes  5.02 Mbits/sec   0.579 ms 8/435 (1.8%)
[  1] 16.0000-17.0000 sec   603 KBytes  4.94 Mbits/sec   0.667 ms 15/435 (3.4%)
[  1] 17.0000-18.0000 sec   610 KBytes  5.00 Mbits/sec   0.257 ms 11/436 (2.5%)
[  1] 18.0000-19.0000 sec   612 KBytes  5.01 Mbits/sec   0.766 ms 9/435 (2.1%)
