------------------------------------------------------------
Server listening on TCP port 8622
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.5 port 8622 connected with 10.0.0.4 port 43596
[ ID] Interval       Transfer     Bandwidth
[  1] 353.0000-354.0000 sec  7.28 MBytes  61.0 Mbits/sec
[  1] 354.0000-355.0000 sec  6.90 MBytes  57.9 Mbits/sec
[  1] 355.0000-356.0000 sec  7.59 MBytes  63.6 Mbits/sec
[  1] 356.0000-357.0000 sec  6.87 MBytes  57.7 Mbits/sec
[  1] 357.0000-358.0000 sec  6.85 MBytes  57.4 Mbits/sec
[  1] 358.0000-359.0000 sec  7.19 MBytes  60.4 Mbits/sec
[  1] 359.0000-360.0000 sec  6.47 MBytes  54.2 Mbits/sec
[  1] 360.0000-361.0000 sec  7.31 MBytes  61.3 Mbits/sec
[  1] 361.0000-362.0000 sec  6.59 MBytes  55.3 Mbits/sec
[  1] 362.0000-363.0000 sec  7.44 MBytes  62.4 Mbits/sec
[  1] 363.0000-364.0000 sec  7.14 MBytes  59.9 Mbits/sec
[  1] 364.0000-365.0000 sec  6.75 MBytes  56.7 Mbits/sec
[  1] 365.0000-366.0000 sec  7.39 MBytes  62.0 Mbits/sec
[  1] 366.0000-367.0000 sec  6.81 MBytes  57.1 Mbits/sec
[  1] 367.0000-368.0000 sec  7.00 MBytes  58.7 Mbits/sec
[  1] 368.0000-369.0000 sec  7.27 MBytes  61.0 Mbits/sec
[  1] 369.0000-370.0000 sec  5.73 MBytes  48.1 Mbits/sec
[  1] 370.0000-371.0000 sec  7.02 MBytes  58.9 Mbits/sec
[  1] 371.0000-372.0000 sec  7.48 MBytes  62.8 Mbits/sec
[  1] 372.0000-373.0000 sec  6.03 MBytes  50.6 Mbits/sec
[  1] 373.0000-374.0000 sec  7.41 MBytes  62.1 Mbits/sec
[  1] 374.0000-375.0000 sec  6.77 MBytes  56.8 Mbits/sec
[  1] 375.0000-376.0000 sec  6.73 MBytes  56.5 Mbits/sec
[  1] 376.0000-377.0000 sec  6.80 MBytes  57.0 Mbits/sec
[  1] 377.0000-378.0000 sec  6.91 MBytes  58.0 Mbits/sec
[  1] 378.0000-379.0000 sec  6.71 MBytes  56.3 Mbits/sec
[  1] 379.0000-380.0000 sec  6.00 MBytes  50.3 Mbits/sec
[  1] 380.0000-381.0000 sec  7.28 MBytes  61.0 Mbits/sec
[  1] 381.0000-382.0000 sec  6.75 MBytes  56.6 Mbits/sec
[  1] 382.0000-383.0000 sec  6.79 MBytes  57.0 Mbits/sec
[  1] 383.0000-384.0000 sec  6.63 MBytes  55.6 Mbits/sec
[  1] 384.0000-385.0000 sec  5.42 MBytes  45.4 Mbits/sec
[  1] 385.0000-386.0000 sec  6.62 MBytes  55.6 Mbits/sec
[  1] 386.0000-387.0000 sec  5.80 MBytes  48.7 Mbits/sec
[  1] 387.0000-388.0000 sec  6.50 MBytes  54.5 Mbits/sec
[  1] 388.0000-389.0000 sec  6.92 MBytes  58.0 Mbits/sec
[  1] 389.0000-390.0000 sec  6.41 MBytes  53.8 Mbits/sec
[  1] 390.0000-391.0000 sec  6.46 MBytes  54.2 Mbits/sec
[  1] 391.0000-392.0000 sec  6.87 MBytes  57.6 Mbits/sec
[  1] 392.0000-393.0000 sec  5.94 MBytes  49.8 Mbits/sec
[  1] 393.0000-394.0000 sec  6.73 MBytes  56.5 Mbits/sec
[  1] 394.0000-395.0000 sec  5.98 MBytes  50.2 Mbits/sec
[  1] 395.0000-396.0000 sec  5.18 MBytes  43.5 Mbits/sec
[  1] 0.0000-396.1367 sec  2.88 GBytes  62.5 Mbits/sec
