------------------------------------------------------------
Server listening on TCP port 31609
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.12 port 31609 connected with 10.0.0.11 port 49780 (icwnd/mss/irtt=14/1448/324033)
[ ID] Interval       Transfer     Bandwidth
[  1] 372.0000-373.0000 sec   205 KBytes  1.68 Mbits/sec
[  1] 373.0000-374.0000 sec   124 KBytes  1.02 Mbits/sec
[  1] 374.0000-375.0000 sec   170 KBytes  1.39 Mbits/sec
[  1] 375.0000-376.0000 sec   164 KBytes  1.34 Mbits/sec
[  1] 376.0000-377.0000 sec   247 KBytes  2.03 Mbits/sec
[  1] 377.0000-378.0000 sec   185 KBytes  1.52 Mbits/sec
[  1] 378.0000-379.0000 sec   431 KBytes  3.53 Mbits/sec
[  1] 379.0000-380.0000 sec   404 KBytes  3.31 Mbits/sec
[  1] 380.0000-381.0000 sec   334 KBytes  2.73 Mbits/sec
[  1] 381.0000-382.0000 sec   395 KBytes  3.23 Mbits/sec
[  1] 382.0000-383.0000 sec   416 KBytes  3.41 Mbits/sec
[  1] 383.0000-384.0000 sec   441 KBytes  3.61 Mbits/sec
[  1] 384.0000-385.0000 sec   133 KBytes  1.09 Mbits/sec
[  1] 385.0000-386.0000 sec   177 KBytes  1.45 Mbits/sec
[  1] 386.0000-387.0000 sec   375 KBytes  3.07 Mbits/sec
[  1] 387.0000-388.0000 sec   272 KBytes  2.22 Mbits/sec
[  1] 388.0000-389.0000 sec   151 KBytes  1.24 Mbits/sec
[  1] 389.0000-390.0000 sec   281 KBytes  2.31 Mbits/sec
[  1] 390.0000-391.0000 sec   257 KBytes  2.11 Mbits/sec
[  1] 391.0000-392.0000 sec   119 KBytes   973 Kbits/sec
[  1] 392.0000-393.0000 sec   370 KBytes  3.04 Mbits/sec
[  1] 393.0000-394.0000 sec   182 KBytes  1.49 Mbits/sec
[  1] 394.0000-395.0000 sec   103 KBytes   846 Kbits/sec
[  1] 395.0000-396.0000 sec   168 KBytes  1.38 Mbits/sec
[  1] 396.0000-397.0000 sec  4.24 KBytes  34.8 Kbits/sec
[  1] 397.0000-398.0000 sec  76.4 KBytes   626 Kbits/sec
[  1] 398.0000-399.0000 sec  7.07 KBytes  57.9 Kbits/sec
[  1] 399.0000-400.0000 sec  35.4 KBytes   290 Kbits/sec
[  1] 400.0000-401.0000 sec   110 KBytes   904 Kbits/sec
[  1] 401.0000-402.0000 sec   201 KBytes  1.64 Mbits/sec
[  1] 402.0000-403.0000 sec   160 KBytes  1.31 Mbits/sec
[  1] 403.0000-404.0000 sec   175 KBytes  1.44 Mbits/sec
[  1] 404.0000-405.0000 sec   335 KBytes  2.75 Mbits/sec
[  1] 405.0000-406.0000 sec  46.7 KBytes   382 Kbits/sec
[  1] 406.0000-407.0000 sec  84.8 KBytes   695 Kbits/sec
[  1] 407.0000-408.0000 sec   287 KBytes  2.35 Mbits/sec
[  1] 408.0000-409.0000 sec   414 KBytes  3.39 Mbits/sec
[  1] 409.0000-410.0000 sec   240 KBytes  1.97 Mbits/sec
[  1] 410.0000-411.0000 sec   127 KBytes  1.04 Mbits/sec
[  1] 411.0000-412.0000 sec  86.3 KBytes   707 Kbits/sec
[  1] 412.0000-413.0000 sec  50.9 KBytes   417 Kbits/sec
[  1] 413.0000-414.0000 sec  9.90 KBytes  81.1 Kbits/sec
[  1] 414.0000-415.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 415.0000-416.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 416.0000-417.0000 sec  0.000 Bytes  0.000 bits/sec
