------------------------------------------------------------
Server listening on UDP port 10987
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.6 port 10987 connected with 10.0.0.1 port 58371
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec  2.19 MBytes  18.3 Mbits/sec   0.109 ms 2019/3579 (56%)
[  1] 0.0000-1.0000 sec  1 datagrams received out-of-order
[  1] 1.0000-2.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.122 ms 1995/3565 (56%)
[  1] 2.0000-3.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.102 ms 1996/3567 (56%)
[  1] 3.0000-4.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.112 ms 1997/3568 (56%)
[  1] 4.0000-5.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.112 ms 1996/3567 (56%)
[  1] 5.0000-6.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.125 ms 1995/3565 (56%)
[  1] 6.0000-7.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.111 ms 1996/3567 (56%)
[  1] 7.0000-8.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.115 ms 1996/3567 (56%)
[  1] 8.0000-9.0000 sec  2.19 MBytes  18.4 Mbits/sec   0.109 ms 2004/3565 (56%)
[  1] 8.0000-9.0000 sec  9 datagrams received out-of-order
[  1] 9.0000-10.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.111 ms 1996/3567 (56%)
[  1] 10.0000-11.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.122 ms 1997/3568 (56%)
[  1] 11.0000-12.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.120 ms 1996/3567 (56%)
[  1] 12.0000-13.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.129 ms 1995/3565 (56%)
[  1] 13.0000-14.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.112 ms 1996/3567 (56%)
[  1] 14.0000-15.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.118 ms 1996/3567 (56%)
[  1] 15.0000-16.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.119 ms 1996/3567 (56%)
[  1] 16.0000-17.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.107 ms 1995/3565 (56%)
[  1] 17.0000-18.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.108 ms 1996/3567 (56%)
[  1] 18.0000-19.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.111 ms 1996/3567 (56%)
[  1] 19.0000-20.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.115 ms 1997/3568 (56%)
[  1] 20.0000-21.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.116 ms 1994/3564 (56%)
[  1] 21.0000-22.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.127 ms 1997/3568 (56%)
[  1] 22.0000-23.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.109 ms 1996/3567 (56%)
[  1] 23.0000-24.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.124 ms 1996/3567 (56%)
[  1] 24.0000-25.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.118 ms 1995/3565 (56%)
[  1] 25.0000-26.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.117 ms 1996/3567 (56%)
[  1] 26.0000-27.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.118 ms 1996/3567 (56%)
[  1] 27.0000-28.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.106 ms 1996/3567 (56%)
[  1] 28.0000-29.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.108 ms 1995/3565 (56%)
[  1] 29.0000-30.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.146 ms 1996/3567 (56%)
[  1] 30.0000-31.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.108 ms 1996/3567 (56%)
[  1] 31.0000-32.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.165 ms 1997/3568 (56%)
[  1] 31.0000-32.0000 sec  1 datagrams received out-of-order
[  1] 32.0000-33.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.107 ms 1994/3564 (56%)
[  1] 33.0000-34.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.111 ms 1997/3568 (56%)
[  1] 34.0000-35.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.111 ms 1996/3567 (56%)
[  1] 35.0000-36.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.116 ms 1996/3567 (56%)
[  1] 36.0000-37.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.108 ms 1995/3565 (56%)
[  1] 37.0000-38.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.115 ms 1996/3567 (56%)
[  1] 38.0000-39.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.101 ms 1996/3567 (56%)
[  1] 39.0000-40.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.113 ms 1996/3567 (56%)
[  1] 40.0000-41.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.104 ms 1995/3565 (56%)
[  1] 41.0000-42.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.114 ms 1996/3567 (56%)
[  1] 42.0000-43.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.126 ms 1997/3568 (56%)
[  1] 43.0000-44.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.122 ms 1995/3565 (56%)
[  1] 44.0000-45.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.124 ms 1996/3567 (56%)
[  1] 45.0000-46.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.133 ms 1996/3567 (56%)
[  1] 46.0000-47.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.114 ms 1996/3567 (56%)
[  1] 47.0000-48.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.104 ms 1996/3567 (56%)
[  1] 48.0000-49.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.102 ms 1995/3565 (56%)
[  1] 49.0000-50.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.102 ms 1996/3567 (56%)
[  1] 50.0000-51.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.105 ms 1996/3567 (56%)
[  1] 51.0000-52.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.100 ms 1995/3565 (56%)
[  1] 52.0000-53.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.113 ms 1996/3567 (56%)
[  1] 53.0000-54.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.117 ms 1997/3568 (56%)
[  1] 54.0000-55.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.114 ms 1996/3567 (56%)
[  1] 55.0000-56.0000 sec  2.20 MBytes  18.5 Mbits/sec   0.117 ms 1995/3565 (56%)
