------------------------------------------------------------
Server listening on UDP port 48095
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.7 port 48095 connected with 10.0.0.5 port 44043
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec  2.45 MBytes  20.5 Mbits/sec   0.112 ms 7123/8868 (80%)
[  1] 1.0000-2.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.104 ms 7181/8917 (81%)
[  1] 2.0000-3.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.110 ms 7181/8917 (81%)
[  1] 3.0000-4.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.097 ms 7179/8915 (81%)
[  1] 4.0000-5.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.101 ms 7180/8916 (81%)
[  1] 5.0000-6.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.112 ms 7180/8916 (81%)
[  1] 6.0000-7.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.109 ms 7180/8916 (81%)
[  1] 7.0000-8.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.111 ms 7181/8917 (81%)
[  1] 8.0000-9.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.118 ms 7180/8916 (81%)
[  1] 9.0000-10.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.120 ms 7180/8916 (81%)
[  1] 10.0000-11.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.095 ms 7179/8915 (81%)
[  1] 11.0000-12.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.099 ms 7182/8918 (81%)
[  1] 12.0000-13.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.100 ms 7178/8914 (81%)
[  1] 13.0000-14.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.113 ms 7180/8916 (81%)
[  1] 14.0000-15.0000 sec  2.44 MBytes  20.4 Mbits/sec   0.103 ms 7184/8921 (81%)
[  1] 15.0000-16.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.101 ms 7181/8917 (81%)
