------------------------------------------------------------
Server listening on TCP port 10283
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.11 port 10283 connected with 10.0.0.3 port 42878
[ ID] Interval       Transfer     Bandwidth
[  1] 61.0000-62.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 62.0000-63.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  1] 63.0000-64.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 64.0000-65.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 65.0000-66.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 66.0000-67.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  1] 67.0000-68.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 68.0000-69.0000 sec  2.49 MBytes  20.9 Mbits/sec
[  1] 69.0000-70.0000 sec  2.52 MBytes  21.2 Mbits/sec
[  1] 70.0000-71.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 71.0000-72.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 72.0000-73.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  1] 73.0000-74.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 74.0000-75.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 75.0000-76.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 76.0000-77.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 77.0000-78.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 78.0000-79.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 79.0000-80.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 80.0000-81.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 81.0000-82.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 82.0000-83.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 83.0000-84.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 84.0000-85.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 85.0000-86.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 86.0000-87.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 87.0000-88.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 88.0000-89.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 89.0000-90.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 90.0000-91.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 91.0000-92.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 92.0000-93.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 93.0000-94.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 94.0000-95.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 95.0000-96.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 96.0000-97.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  1] 97.0000-98.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  1] 98.0000-99.0000 sec  2.53 MBytes  21.2 Mbits/sec
[  1] 99.0000-100.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 100.0000-101.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 101.0000-102.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 102.0000-103.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 103.0000-104.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 104.0000-105.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 105.0000-106.0000 sec  2.49 MBytes  20.9 Mbits/sec
[  1] 106.0000-107.0000 sec  2.53 MBytes  21.2 Mbits/sec
[  1] 107.0000-108.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 108.0000-109.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 109.0000-110.0000 sec  2.50 MBytes  21.0 Mbits/sec
[  1] 110.0000-111.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  1] 111.0000-112.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 112.0000-113.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 113.0000-114.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 114.0000-115.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 115.0000-116.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 116.0000-117.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 117.0000-118.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 118.0000-119.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 119.0000-120.0000 sec  2.50 MBytes  21.0 Mbits/sec
[  1] 120.0000-121.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  1] 121.0000-122.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 122.0000-123.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 123.0000-124.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 124.0000-125.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 125.0000-126.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 126.0000-127.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 127.0000-128.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 128.0000-129.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 129.0000-130.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 130.0000-131.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 131.0000-132.0000 sec  2.51 MBytes  21.1 Mbits/sec
[  1] 132.0000-133.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 133.0000-134.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 134.0000-135.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 135.0000-136.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 136.0000-137.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 137.0000-138.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 138.0000-139.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 139.0000-140.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 140.0000-141.0000 sec  2.51 MBytes  21.0 Mbits/sec
[  1] 141.0000-142.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 142.0000-143.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 143.0000-144.0000 sec  2.45 MBytes  20.5 Mbits/sec
[  1] 144.0000-145.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 145.0000-146.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 146.0000-147.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 147.0000-148.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 148.0000-149.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 149.0000-150.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 150.0000-151.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 151.0000-152.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 152.0000-153.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 153.0000-154.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 154.0000-155.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 155.0000-156.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 156.0000-157.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 157.0000-158.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 158.0000-159.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 159.0000-160.0000 sec  2.44 MBytes  20.5 Mbits/sec
[  1] 160.0000-161.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 161.0000-162.0000 sec  2.42 MBytes  20.3 Mbits/sec
[  1] 162.0000-163.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  1] 163.0000-164.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 164.0000-165.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 165.0000-166.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 166.0000-167.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 167.0000-168.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 168.0000-169.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 169.0000-170.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 170.0000-171.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 171.0000-172.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 172.0000-173.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 173.0000-174.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 174.0000-175.0000 sec  2.45 MBytes  20.5 Mbits/sec
[  1] 175.0000-176.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  1] 176.0000-177.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 177.0000-178.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 178.0000-179.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 179.0000-180.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 180.0000-181.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 181.0000-182.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 182.0000-183.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 183.0000-184.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 184.0000-185.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 185.0000-186.0000 sec  2.43 MBytes  20.4 Mbits/sec
[  1] 186.0000-187.0000 sec  2.40 MBytes  20.1 Mbits/sec
[  1] 187.0000-188.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  1] 188.0000-189.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 189.0000-190.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 190.0000-191.0000 sec  2.43 MBytes  20.4 Mbits/sec
[  1] 191.0000-192.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 192.0000-193.0000 sec  2.44 MBytes  20.5 Mbits/sec
[  1] 193.0000-194.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 194.0000-195.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 195.0000-196.0000 sec  2.46 MBytes  20.7 Mbits/sec
[  1] 196.0000-197.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 197.0000-198.0000 sec  2.44 MBytes  20.5 Mbits/sec
[  1] 198.0000-199.0000 sec  2.48 MBytes  20.8 Mbits/sec
[  1] 199.0000-200.0000 sec  2.42 MBytes  20.3 Mbits/sec
[  1] 200.0000-201.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  1] 201.0000-202.0000 sec  2.38 MBytes  20.0 Mbits/sec
[  1] 202.0000-203.0000 sec  2.40 MBytes  20.2 Mbits/sec
[  1] 203.0000-204.0000 sec  2.42 MBytes  20.3 Mbits/sec
[  1] 204.0000-205.0000 sec  2.48 MBytes  20.8 Mbits/sec
[  1] 205.0000-206.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  1] 206.0000-207.0000 sec  2.47 MBytes  20.7 Mbits/sec
[  1] 207.0000-208.0000 sec  2.28 MBytes  19.2 Mbits/sec
[  1] 208.0000-209.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  1] 209.0000-210.0000 sec  2.39 MBytes  20.1 Mbits/sec
[  1] 210.0000-211.0000 sec  2.40 MBytes  20.1 Mbits/sec
[  1] 211.0000-212.0000 sec  2.38 MBytes  19.9 Mbits/sec
[  1] 212.0000-213.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 213.0000-214.0000 sec  2.30 MBytes  19.3 Mbits/sec
[  1] 214.0000-215.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 215.0000-216.0000 sec  2.34 MBytes  19.7 Mbits/sec
[  1] 216.0000-217.0000 sec  2.40 MBytes  20.1 Mbits/sec
[  1] 217.0000-218.0000 sec  2.44 MBytes  20.5 Mbits/sec
[  1] 218.0000-219.0000 sec  2.38 MBytes  19.9 Mbits/sec
[  1] 219.0000-220.0000 sec  2.42 MBytes  20.3 Mbits/sec
[  1] 220.0000-221.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 221.0000-222.0000 sec  2.43 MBytes  20.4 Mbits/sec
[  1] 222.0000-223.0000 sec  2.42 MBytes  20.3 Mbits/sec
[  1] 223.0000-224.0000 sec  2.41 MBytes  20.2 Mbits/sec
[  1] 224.0000-225.0000 sec  2.34 MBytes  19.7 Mbits/sec
[  1] 225.0000-226.0000 sec  2.44 MBytes  20.4 Mbits/sec
[  1] 226.0000-227.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 227.0000-228.0000 sec  2.42 MBytes  20.3 Mbits/sec
[  1] 228.0000-229.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  1] 229.0000-230.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  1] 230.0000-231.0000 sec  2.39 MBytes  20.1 Mbits/sec
[  1] 231.0000-232.0000 sec  2.41 MBytes  20.2 Mbits/sec
[  1] 232.0000-233.0000 sec  2.46 MBytes  20.6 Mbits/sec
[  1] 233.0000-234.0000 sec  2.34 MBytes  19.6 Mbits/sec
[  1] 234.0000-235.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  1] 235.0000-236.0000 sec  2.44 MBytes  20.4 Mbits/sec
[  1] 236.0000-237.0000 sec  2.45 MBytes  20.5 Mbits/sec
[  1] 237.0000-238.0000 sec  2.33 MBytes  19.5 Mbits/sec
[  1] 238.0000-239.0000 sec  2.30 MBytes  19.3 Mbits/sec
[  1] 239.0000-240.0000 sec  2.31 MBytes  19.3 Mbits/sec
[  1] 240.0000-241.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  1] 241.0000-242.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  1] 242.0000-243.0000 sec  2.24 MBytes  18.8 Mbits/sec
[  1] 243.0000-244.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  1] 244.0000-245.0000 sec  2.40 MBytes  20.1 Mbits/sec
[  1] 245.0000-246.0000 sec  2.31 MBytes  19.4 Mbits/sec
[  1] 246.0000-247.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  1] 247.0000-248.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  1] 248.0000-249.0000 sec  2.32 MBytes  19.4 Mbits/sec
[  1] 249.0000-250.0000 sec  2.20 MBytes  18.5 Mbits/sec
[  1] 250.0000-251.0000 sec  2.34 MBytes  19.7 Mbits/sec
[  1] 251.0000-252.0000 sec  2.39 MBytes  20.0 Mbits/sec
[  1] 252.0000-253.0000 sec  2.37 MBytes  19.9 Mbits/sec
[  1] 253.0000-254.0000 sec  2.26 MBytes  19.0 Mbits/sec
[  1] 254.0000-255.0000 sec  2.16 MBytes  18.1 Mbits/sec
[  1] 255.0000-256.0000 sec  1.32 MBytes  11.1 Mbits/sec
[  1] 256.0000-257.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  1] 257.0000-258.0000 sec  2.40 MBytes  20.2 Mbits/sec
[  1] 258.0000-259.0000 sec  1.77 MBytes  14.8 Mbits/sec
[  1] 259.0000-260.0000 sec  1.98 MBytes  16.6 Mbits/sec
[  1] 260.0000-261.0000 sec  2.02 MBytes  16.9 Mbits/sec
[  1] 261.0000-262.0000 sec  2.38 MBytes  20.0 Mbits/sec
[  1] 262.0000-263.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  1] 263.0000-264.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  1] 264.0000-265.0000 sec  2.16 MBytes  18.1 Mbits/sec
[  1] 265.0000-266.0000 sec  2.16 MBytes  18.1 Mbits/sec
[  1] 266.0000-267.0000 sec  2.35 MBytes  19.7 Mbits/sec
[  1] 267.0000-268.0000 sec  2.19 MBytes  18.4 Mbits/sec
[  1] 268.0000-269.0000 sec  2.12 MBytes  17.8 Mbits/sec
[  1] 269.0000-270.0000 sec  2.28 MBytes  19.1 Mbits/sec
[  1] 270.0000-271.0000 sec  2.05 MBytes  17.2 Mbits/sec
[  1] 271.0000-272.0000 sec  2.13 MBytes  17.9 Mbits/sec
[  1] 272.0000-273.0000 sec  2.14 MBytes  18.0 Mbits/sec
[  1] 273.0000-274.0000 sec  2.06 MBytes  17.3 Mbits/sec
[  1] 274.0000-275.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  1] 275.0000-276.0000 sec  1.88 MBytes  15.8 Mbits/sec
[  1] 276.0000-277.0000 sec  2.15 MBytes  18.1 Mbits/sec
[  1] 277.0000-278.0000 sec  1.98 MBytes  16.6 Mbits/sec
[  1] 278.0000-279.0000 sec  2.18 MBytes  18.3 Mbits/sec
[  1] 279.0000-280.0000 sec  2.33 MBytes  19.6 Mbits/sec
[  1] 280.0000-281.0000 sec  1.96 MBytes  16.4 Mbits/sec
[  1] 281.0000-282.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  1] 282.0000-283.0000 sec  2.06 MBytes  17.3 Mbits/sec
[  1] 283.0000-284.0000 sec  1.80 MBytes  15.1 Mbits/sec
[  1] 284.0000-285.0000 sec  2.03 MBytes  17.0 Mbits/sec
[  1] 285.0000-286.0000 sec  2.08 MBytes  17.5 Mbits/sec
[  1] 286.0000-287.0000 sec  1.61 MBytes  13.5 Mbits/sec
[  1] 287.0000-288.0000 sec  2.16 MBytes  18.1 Mbits/sec
[  1] 288.0000-289.0000 sec  1.76 MBytes  14.8 Mbits/sec
[  1] 289.0000-290.0000 sec  1.72 MBytes  14.4 Mbits/sec
[  1] 290.0000-291.0000 sec  2.01 MBytes  16.9 Mbits/sec
[  1] 291.0000-292.0000 sec  1.97 MBytes  16.6 Mbits/sec
[  1] 292.0000-293.0000 sec  1.98 MBytes  16.6 Mbits/sec
[  1] 293.0000-294.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  1] 294.0000-295.0000 sec  1.99 MBytes  16.7 Mbits/sec
[  1] 295.0000-296.0000 sec  1.75 MBytes  14.7 Mbits/sec
[  1] 296.0000-297.0000 sec  1.88 MBytes  15.8 Mbits/sec
[  1] 297.0000-298.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  1] 298.0000-299.0000 sec  1.82 MBytes  15.3 Mbits/sec
[  1] 299.0000-300.0000 sec  1.93 MBytes  16.2 Mbits/sec
[  1] 300.0000-301.0000 sec  2.04 MBytes  17.1 Mbits/sec
[  1] 301.0000-302.0000 sec  2.05 MBytes  17.2 Mbits/sec
[  1] 302.0000-303.0000 sec  2.13 MBytes  17.9 Mbits/sec
[  1] 303.0000-304.0000 sec  1.78 MBytes  14.9 Mbits/sec
[  1] 304.0000-305.0000 sec  2.07 MBytes  17.3 Mbits/sec
[  1] 305.0000-306.0000 sec  1.84 MBytes  15.5 Mbits/sec
[  1] 306.0000-307.0000 sec  1.95 MBytes  16.3 Mbits/sec
[  1] 307.0000-308.0000 sec  2.01 MBytes  16.9 Mbits/sec
[  1] 308.0000-309.0000 sec  1.61 MBytes  13.5 Mbits/sec
[  1] 309.0000-310.0000 sec  1.60 MBytes  13.4 Mbits/sec
[  1] 310.0000-311.0000 sec  2.07 MBytes  17.4 Mbits/sec
[  1] 311.0000-312.0000 sec  1.82 MBytes  15.3 Mbits/sec
[  1] 312.0000-313.0000 sec  1.96 MBytes  16.5 Mbits/sec
[  1] 313.0000-314.0000 sec  1.65 MBytes  13.9 Mbits/sec
[  1] 314.0000-315.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  1] 315.0000-316.0000 sec  1.59 MBytes  13.4 Mbits/sec
[  1] 316.0000-317.0000 sec  1.88 MBytes  15.7 Mbits/sec
[  1] 317.0000-318.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  1] 318.0000-319.0000 sec  1.94 MBytes  16.3 Mbits/sec
[  1] 319.0000-320.0000 sec  1.84 MBytes  15.5 Mbits/sec
[  1] 320.0000-321.0000 sec  1.99 MBytes  16.7 Mbits/sec
[  1] 321.0000-322.0000 sec  2.03 MBytes  17.1 Mbits/sec
[  1] 322.0000-323.0000 sec  1.93 MBytes  16.2 Mbits/sec
[  1] 323.0000-324.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  1] 324.0000-325.0000 sec  1.54 MBytes  13.0 Mbits/sec
[  1] 325.0000-326.0000 sec  2.13 MBytes  17.9 Mbits/sec
[  1] 326.0000-327.0000 sec  1.81 MBytes  15.2 Mbits/sec
[  1] 327.0000-328.0000 sec  1.86 MBytes  15.6 Mbits/sec
[  1] 328.0000-329.0000 sec  1.84 MBytes  15.4 Mbits/sec
[  1] 329.0000-330.0000 sec  2.00 MBytes  16.8 Mbits/sec
[  1] 330.0000-331.0000 sec  2.14 MBytes  17.9 Mbits/sec
[  1] 331.0000-332.0000 sec  2.08 MBytes  17.4 Mbits/sec
[  1] 332.0000-333.0000 sec  1.91 MBytes  16.1 Mbits/sec
[  1] 333.0000-334.0000 sec  1.76 MBytes  14.8 Mbits/sec
[  1] 334.0000-335.0000 sec  2.13 MBytes  17.9 Mbits/sec
[  1] 335.0000-336.0000 sec  1.93 MBytes  16.2 Mbits/sec
[  1] 336.0000-337.0000 sec  2.06 MBytes  17.3 Mbits/sec
[  1] 337.0000-338.0000 sec  2.07 MBytes  17.4 Mbits/sec
[  1] 338.0000-339.0000 sec  1.75 MBytes  14.7 Mbits/sec
[  1] 339.0000-340.0000 sec  2.01 MBytes  16.9 Mbits/sec
[  1] 340.0000-341.0000 sec  2.02 MBytes  17.0 Mbits/sec
[  1] 341.0000-342.0000 sec  2.12 MBytes  17.8 Mbits/sec
[  1] 342.0000-343.0000 sec  2.02 MBytes  17.0 Mbits/sec
[  1] 343.0000-344.0000 sec  2.31 MBytes  19.3 Mbits/sec
[  1] 344.0000-345.0000 sec  2.15 MBytes  18.0 Mbits/sec
[  1] 345.0000-346.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  1] 346.0000-347.0000 sec  1.95 MBytes  16.4 Mbits/sec
[  1] 347.0000-348.0000 sec  2.16 MBytes  18.1 Mbits/sec
[  1] 348.0000-349.0000 sec  2.12 MBytes  17.8 Mbits/sec
[  1] 349.0000-350.0000 sec  2.20 MBytes  18.5 Mbits/sec
[  1] 350.0000-351.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  1] 351.0000-352.0000 sec  2.09 MBytes  17.5 Mbits/sec
[  1] 352.0000-353.0000 sec  2.36 MBytes  19.8 Mbits/sec
