------------------------------------------------------------
Server listening on UDP port 23831
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.2 port 23831 connected with 10.0.0.13 port 51026
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec   112 KBytes   917 Kbits/sec   0.939 ms 3/81 (3.7%)
[  1] 1.0000-2.0000 sec   109 KBytes   894 Kbits/sec   1.154 ms 3/79 (3.8%)
[  1] 2.0000-3.0000 sec   106 KBytes   870 Kbits/sec   1.019 ms 4/78 (5.1%)
[  1] 3.0000-4.0000 sec   108 KBytes   882 Kbits/sec   0.972 ms 3/78 (3.8%)
[  1] 4.0000-5.0000 sec   111 KBytes   906 Kbits/sec   1.036 ms 2/79 (2.5%)
[  1] 5.0000-6.0000 sec   105 KBytes   858 Kbits/sec   0.995 ms 5/78 (6.4%)
[  1] 6.0000-7.0000 sec   113 KBytes   929 Kbits/sec   1.015 ms 0/79 (0%)
[  1] 7.0000-8.0000 sec   105 KBytes   858 Kbits/sec   0.972 ms 5/78 (6.4%)
[  1] 8.0000-9.0000 sec   108 KBytes   882 Kbits/sec   0.889 ms 3/78 (3.8%)
[  1] 9.0000-10.0000 sec   113 KBytes   929 Kbits/sec   1.196 ms 0/79 (0%)
[  1] 10.0000-11.0000 sec   111 KBytes   906 Kbits/sec   0.990 ms 1/78 (1.3%)
[  1] 11.0000-12.0000 sec   109 KBytes   894 Kbits/sec   1.134 ms 3/79 (3.8%)
[  1] 12.0000-13.0000 sec   106 KBytes   870 Kbits/sec   1.380 ms 4/78 (5.1%)
[  1] 13.0000-14.0000 sec   106 KBytes   870 Kbits/sec   1.125 ms 4/78 (5.1%)
[  1] 14.0000-15.0000 sec   109 KBytes   894 Kbits/sec   1.117 ms 3/79 (3.8%)
[  1] 15.0000-16.0000 sec   108 KBytes   882 Kbits/sec   1.213 ms 3/78 (3.8%)
[  1] 16.0000-17.0000 sec   111 KBytes   906 Kbits/sec   1.111 ms 1/78 (1.3%)
[  1] 17.0000-18.0000 sec   111 KBytes   906 Kbits/sec   1.039 ms 2/79 (2.5%)
[  1] 18.0000-19.0000 sec   108 KBytes   882 Kbits/sec   1.313 ms 3/78 (3.8%)
[  1] 19.0000-20.0000 sec   109 KBytes   894 Kbits/sec   1.081 ms 3/79 (3.8%)
[  1] 20.0000-21.0000 sec   103 KBytes   847 Kbits/sec   0.955 ms 5/77 (6.5%)
[  1] 21.0000-22.0000 sec   102 KBytes   835 Kbits/sec   0.947 ms 8/79 (10%)
[  1] 22.0000-23.0000 sec   108 KBytes   882 Kbits/sec   1.095 ms 3/78 (3.8%)
[  1] 23.0000-24.0000 sec   109 KBytes   894 Kbits/sec   0.932 ms 3/79 (3.8%)
[  1] 24.0000-25.0000 sec   108 KBytes   882 Kbits/sec   1.453 ms 3/78 (3.8%)
[  1] 25.0000-26.0000 sec   106 KBytes   870 Kbits/sec   0.868 ms 3/77 (3.9%)
[  1] 26.0000-27.0000 sec   111 KBytes   906 Kbits/sec   1.292 ms 3/80 (3.8%)
