------------------------------------------------------------
Server listening on UDP port 22760
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.1 port 22760 connected with 10.0.0.4 port 58066
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec  2.89 MBytes  24.3 Mbits/sec   0.054 ms 15733/17797 (88%)
[  1] 0.0000-1.0000 sec  1 datagrams received out-of-order
[  1] 1.0000-2.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.082 ms 15769/17836 (88%)
[  1] 2.0000-3.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.056 ms 15768/17835 (88%)
[  1] 3.0000-4.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.105 ms 15768/17835 (88%)
[  1] 4.0000-5.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.038 ms 15758/17824 (88%)
[  1] 5.0000-6.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.121 ms 15769/17836 (88%)
[  1] 6.0000-7.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.042 ms 15767/17834 (88%)
[  1] 7.0000-8.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.136 ms 15769/17836 (88%)
[  1] 8.0000-9.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.044 ms 15762/17828 (88%)
[  1] 9.0000-10.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.055 ms 15768/17835 (88%)
[  1] 10.0000-11.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.043 ms 15766/17833 (88%)
[  1] 11.0000-12.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.086 ms 15763/17829 (88%)
[  1] 12.0000-13.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.041 ms 15767/17834 (88%)
[  1] 13.0000-14.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.184 ms 15766/17833 (88%)
[  1] 14.0000-15.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.059 ms 15768/17835 (88%)
[  1] 15.0000-16.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.099 ms 15769/17836 (88%)
[  1] 16.0000-17.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.043 ms 15760/17826 (88%)
[  1] 17.0000-18.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.166 ms 15769/17836 (88%)
[  1] 18.0000-19.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.046 ms 15769/17836 (88%)
[  1] 19.0000-20.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.238 ms 15767/17834 (88%)
[  1] 20.0000-21.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.045 ms 15760/17826 (88%)
[  1] 21.0000-22.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.236 ms 15738/17805 (88%)
[  1] 22.0000-23.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.044 ms 15798/17865 (88%)
[  1] 23.0000-24.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.072 ms 15769/17836 (88%)
[  1] 24.0000-25.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.044 ms 15760/17826 (88%)
[  1] 25.0000-26.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.066 ms 15767/17834 (88%)
[  1] 26.0000-27.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.037 ms 15769/17836 (88%)
[  1] 27.0000-28.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.086 ms 15769/17836 (88%)
[  1] 28.0000-29.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.037 ms 15760/17826 (88%)
[  1] 29.0000-30.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.119 ms 15767/17834 (88%)
[  1] 30.0000-31.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.046 ms 15769/17836 (88%)
[  1] 31.0000-32.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.058 ms 15769/17836 (88%)
[  1] 32.0000-33.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.040 ms 15758/17824 (88%)
[  1] 33.0000-34.0000 sec  2.89 MBytes  24.2 Mbits/sec   0.074 ms 15777/17839 (88%)
[  1] 34.0000-35.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.041 ms 15769/17836 (88%)
[  1] 35.0000-36.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.091 ms 15759/17825 (88%)
[  1] 36.0000-37.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.035 ms 15770/17837 (88%)
[  1] 37.0000-38.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.228 ms 15766/17833 (88%)
[  1] 38.0000-39.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.050 ms 15769/17836 (88%)
[  1] 39.0000-40.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.117 ms 15761/17827 (88%)
[  1] 40.0000-41.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.039 ms 15766/17833 (88%)
[  1] 41.0000-42.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.074 ms 15768/17835 (88%)
[  1] 42.0000-43.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.047 ms 15769/17836 (88%)
[  1] 43.0000-44.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.069 ms 15760/17826 (88%)
[  1] 44.0000-45.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.040 ms 15769/17836 (88%)
[  1] 45.0000-46.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.072 ms 15767/17834 (88%)
[  1] 46.0000-47.0000 sec  2.88 MBytes  24.2 Mbits/sec   0.045 ms 15774/17829 (88%)
[  1] 47.0000-48.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.176 ms 15770/17837 (88%)
[  1] 48.0000-49.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.041 ms 15766/17833 (88%)
[  1] 49.0000-50.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.053 ms 15769/17836 (88%)
[  1] 50.0000-51.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.042 ms 15760/17826 (88%)
[  1] 51.0000-52.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.056 ms 15770/17837 (88%)
[  1] 52.0000-53.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.043 ms 15765/17832 (88%)
[  1] 53.0000-54.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.080 ms 15769/17836 (88%)
[  1] 54.0000-55.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.046 ms 15759/17825 (88%)
[  1] 55.0000-56.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.060 ms 15769/17836 (88%)
[  1] 56.0000-57.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.043 ms 15769/17836 (88%)
[  1] 57.0000-58.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.202 ms 15756/17823 (88%)
[  1] 58.0000-59.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.057 ms 15773/17839 (88%)
[  1] 59.0000-60.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.259 ms 15767/17834 (88%)
[  1] 60.0000-61.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.035 ms 15768/17835 (88%)
[  1] 61.0000-62.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.047 ms 15770/17837 (88%)
[  1] 62.0000-63.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.047 ms 15759/17825 (88%)
[  1] 63.0000-64.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.067 ms 15769/17836 (88%)
[  1] 64.0000-65.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.035 ms 15767/17834 (88%)
[  1] 65.0000-66.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.077 ms 15767/17834 (88%)
[  1] 66.0000-67.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.034 ms 15762/17828 (88%)
[  1] 67.0000-68.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.095 ms 15768/17835 (88%)
[  1] 68.0000-69.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.042 ms 15768/17835 (88%)
[  1] 69.0000-70.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.044 ms 15768/17835 (88%)
[  1] 70.0000-71.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.037 ms 15767/17834 (88%)
[  1] 71.0000-72.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.075 ms 15761/17827 (88%)
[  1] 72.0000-73.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.051 ms 15768/17835 (88%)
[  1] 73.0000-74.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.098 ms 15767/17834 (88%)
[  1] 74.0000-75.0000 sec  2.89 MBytes  24.3 Mbits/sec   0.042 ms 15761/17826 (88%)
[  1] 75.0000-76.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.072 ms 15769/17836 (88%)
[  1] 76.0000-77.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.040 ms 15768/17835 (88%)
[  1] 77.0000-78.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.335 ms 15770/17837 (88%)
[  1] 78.0000-79.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.041 ms 15766/17833 (88%)
[  1] 79.0000-80.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.066 ms 15760/17826 (88%)
[  1] 80.0000-81.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.034 ms 15768/17835 (88%)
[  1] 81.0000-82.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.141 ms 15761/17828 (88%)
[  1] 82.0000-83.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.054 ms 15774/17841 (88%)
[  1] 83.0000-84.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.086 ms 15762/17828 (88%)
[  1] 84.0000-85.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.036 ms 15768/17835 (88%)
[  1] 85.0000-86.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.066 ms 15766/17833 (88%)
[  1] 86.0000-87.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.034 ms 15770/17837 (88%)
[  1] 87.0000-88.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.152 ms 15766/17833 (88%)
[  1] 88.0000-89.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.051 ms 15760/17826 (88%)
[  1] 89.0000-90.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.064 ms 15768/17835 (88%)
[  1] 90.0000-91.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.031 ms 15770/17837 (88%)
[  1] 91.0000-92.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.049 ms 15767/17834 (88%)
[  1] 92.0000-93.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.114 ms 15760/17826 (88%)
[  1] 93.0000-94.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.055 ms 15767/17834 (88%)
[  1] 94.0000-95.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.039 ms 15768/17835 (88%)
[  1] 95.0000-96.0000 sec  2.90 MBytes  24.3 Mbits/sec   0.044 ms 15767/17834 (88%)
