------------------------------------------------------------
Server listening on TCP port 36114
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.10 port 36114 connected with 10.0.0.1 port 41170
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 1.0000-2.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 2.0000-3.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 3.0000-4.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 4.0000-5.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 5.0000-6.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 6.0000-7.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 7.0000-8.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 8.0000-9.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 9.0000-10.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 10.0000-11.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 11.0000-12.0000 sec  4.26 MBytes  35.8 Mbits/sec
[  1] 12.0000-13.0000 sec  4.36 MBytes  36.6 Mbits/sec
[  1] 13.0000-14.0000 sec  4.31 MBytes  36.2 Mbits/sec
[  1] 14.0000-15.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 15.0000-16.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 16.0000-17.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 17.0000-18.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 18.0000-19.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 19.0000-20.0000 sec  4.31 MBytes  36.2 Mbits/sec
[  1] 20.0000-21.0000 sec  4.31 MBytes  36.2 Mbits/sec
[  1] 21.0000-22.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 22.0000-23.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 23.0000-24.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 24.0000-25.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 25.0000-26.0000 sec  4.31 MBytes  36.2 Mbits/sec
[  1] 26.0000-27.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 27.0000-28.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 28.0000-29.0000 sec  3.94 MBytes  33.0 Mbits/sec
[  1] 29.0000-30.0000 sec  4.16 MBytes  34.9 Mbits/sec
[  1] 30.0000-31.0000 sec  4.01 MBytes  33.7 Mbits/sec
[  1] 31.0000-32.0000 sec  3.63 MBytes  30.4 Mbits/sec
[  1] 32.0000-33.0000 sec  4.00 MBytes  33.6 Mbits/sec
[  1] 33.0000-34.0000 sec  3.93 MBytes  33.0 Mbits/sec
[  1] 34.0000-35.0000 sec  3.49 MBytes  29.3 Mbits/sec
[  1] 35.0000-36.0000 sec  4.10 MBytes  34.4 Mbits/sec
[  1] 36.0000-37.0000 sec  4.09 MBytes  34.3 Mbits/sec
[  1] 37.0000-38.0000 sec  3.40 MBytes  28.5 Mbits/sec
[  1] 38.0000-39.0000 sec  3.74 MBytes  31.4 Mbits/sec
[  1] 39.0000-40.0000 sec  3.70 MBytes  31.1 Mbits/sec
[  1] 40.0000-41.0000 sec  3.28 MBytes  27.5 Mbits/sec
[  1] 41.0000-42.0000 sec  2.21 MBytes  18.6 Mbits/sec
[  1] 42.0000-43.0000 sec  2.28 MBytes  19.2 Mbits/sec
[  1] 43.0000-44.0000 sec  2.27 MBytes  19.1 Mbits/sec
[  1] 44.0000-45.0000 sec  2.23 MBytes  18.7 Mbits/sec
[  1] 45.0000-46.0000 sec  2.24 MBytes  18.8 Mbits/sec
[  1] 46.0000-47.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  1] 47.0000-48.0000 sec  2.20 MBytes  18.5 Mbits/sec
[  1] 48.0000-49.0000 sec  2.21 MBytes  18.5 Mbits/sec
[  1] 49.0000-50.0000 sec  2.22 MBytes  18.6 Mbits/sec
[  1] 50.0000-51.0000 sec  2.17 MBytes  18.2 Mbits/sec
[  1] 51.0000-52.0000 sec  4.04 MBytes  33.9 Mbits/sec
[  1] 52.0000-53.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 53.0000-54.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 54.0000-55.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 55.0000-56.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 56.0000-57.0000 sec  4.29 MBytes  36.0 Mbits/sec
[  1] 57.0000-58.0000 sec  4.38 MBytes  36.7 Mbits/sec
[  1] 58.0000-59.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 59.0000-60.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 60.0000-61.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 61.0000-62.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 62.0000-63.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 63.0000-64.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 64.0000-65.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 65.0000-66.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 66.0000-67.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 67.0000-68.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 68.0000-69.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 69.0000-70.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 70.0000-71.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 71.0000-72.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 72.0000-73.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 73.0000-74.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 74.0000-75.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 75.0000-76.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 76.0000-77.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 77.0000-78.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 78.0000-79.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 79.0000-80.0000 sec  4.27 MBytes  35.8 Mbits/sec
[  1] 80.0000-81.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 81.0000-82.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 82.0000-83.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 83.0000-84.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 84.0000-85.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 85.0000-86.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 86.0000-87.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 87.0000-88.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 88.0000-89.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 89.0000-90.0000 sec  4.32 MBytes  36.2 Mbits/sec
[  1] 90.0000-91.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 91.0000-92.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 92.0000-93.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 93.0000-94.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 94.0000-95.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 95.0000-96.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 96.0000-97.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 97.0000-98.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 98.0000-99.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 99.0000-100.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 100.0000-101.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 101.0000-102.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 102.0000-103.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 103.0000-104.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 104.0000-105.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 105.0000-106.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 106.0000-107.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 107.0000-108.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 108.0000-109.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 109.0000-110.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 110.0000-111.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 111.0000-112.0000 sec  4.30 MBytes  36.1 Mbits/sec
[  1] 112.0000-113.0000 sec  4.37 MBytes  36.6 Mbits/sec
[  1] 113.0000-114.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 114.0000-115.0000 sec  4.33 MBytes  36.4 Mbits/sec
[  1] 0.0000-115.0966 sec   470 MBytes  34.3 Mbits/sec
