------------------------------------------------------------
Server listening on UDP port 65336
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.1 port 65336 connected with 10.0.0.2 port 59140
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec  3.03 MBytes  25.4 Mbits/sec   0.044 ms 6744/8904 (76%)
[  1] 0.0000-1.0000 sec  1 datagrams received out-of-order
[  1] 1.0000-2.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.121 ms 6765/8914 (76%)
[  1] 1.0000-2.0000 sec  2 datagrams received out-of-order
[  1] 2.0000-3.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.034 ms 6769/8919 (76%)
[  1] 3.0000-4.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.048 ms 6766/8915 (76%)
[  1] 4.0000-5.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.079 ms 6767/8917 (76%)
[  1] 5.0000-6.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.081 ms 6766/8915 (76%)
[  1] 6.0000-7.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.039 ms 6770/8920 (76%)
[  1] 7.0000-8.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.037 ms 6765/8914 (76%)
[  1] 8.0000-9.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.057 ms 6769/8919 (76%)
[  1] 9.0000-10.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.099 ms 6774/8915 (76%)
[  1] 10.0000-11.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.047 ms 6766/8915 (76%)
[  1] 11.0000-12.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.117 ms 6769/8919 (76%)
[  1] 12.0000-13.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.035 ms 6765/8914 (76%)
[  1] 13.0000-14.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.032 ms 6768/8918 (76%)
[  1] 14.0000-15.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.046 ms 6767/8916 (76%)
[  1] 15.0000-16.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.081 ms 6769/8919 (76%)
[  1] 16.0000-17.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.038 ms 6765/8914 (76%)
[  1] 16.0000-17.0000 sec  1 datagrams received out-of-order
[  1] 17.0000-18.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.032 ms 6769/8916 (76%)
[  1] 18.0000-19.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.074 ms 6769/8919 (76%)
[  1] 19.0000-20.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.058 ms 6766/8915 (76%)
[  1] 20.0000-21.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.040 ms 6765/8914 (76%)
[  1] 21.0000-22.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.050 ms 6769/8919 (76%)
[  1] 22.0000-23.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.043 ms 6766/8915 (76%)
[  1] 23.0000-24.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.048 ms 6768/8918 (76%)
[  1] 24.0000-25.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.087 ms 6765/8914 (76%)
[  1] 25.0000-26.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.045 ms 6769/8919 (76%)
[  1] 25.0000-26.0000 sec  1 datagrams received out-of-order
[  1] 26.0000-27.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.030 ms 6765/8914 (76%)
[  1] 27.0000-28.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.044 ms 6769/8919 (76%)
[  1] 28.0000-29.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.044 ms 6765/8914 (76%)
[  1] 29.0000-30.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.039 ms 6770/8920 (76%)
[  1] 30.0000-31.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.064 ms 6764/8913 (76%)
[  1] 31.0000-32.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.050 ms 6769/8919 (76%)
[  1] 32.0000-33.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.039 ms 6771/8915 (76%)
[  1] 33.0000-34.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.032 ms 6766/8915 (76%)
[  1] 34.0000-35.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.051 ms 6768/8918 (76%)
[  1] 35.0000-36.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.044 ms 6766/8915 (76%)
[  1] 36.0000-37.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.046 ms 6770/8920 (76%)
[  1] 37.0000-38.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.042 ms 6764/8913 (76%)
[  1] 38.0000-39.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.041 ms 6770/8920 (76%)
[  1] 39.0000-40.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.065 ms 6765/8914 (76%)
[  1] 40.0000-41.0000 sec  3.00 MBytes  25.1 Mbits/sec   0.035 ms 6781/8918 (76%)
[  1] 41.0000-42.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.037 ms 6766/8915 (76%)
[  1] 42.0000-43.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.077 ms 6768/8918 (76%)
[  1] 43.0000-44.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.035 ms 6766/8915 (76%)
[  1] 44.0000-45.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.033 ms 6768/8918 (76%)
[  1] 45.0000-46.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.033 ms 6765/8914 (76%)
[  1] 46.0000-47.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.047 ms 6769/8919 (76%)
[  1] 47.0000-48.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.045 ms 6770/8917 (76%)
[  1] 48.0000-49.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.044 ms 6765/8914 (76%)
[  1] 49.0000-50.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.050 ms 6768/8918 (76%)
[  1] 50.0000-51.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.108 ms 6766/8915 (76%)
[  1] 51.0000-52.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.065 ms 6768/8918 (76%)
[  1] 52.0000-53.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.117 ms 6766/8915 (76%)
[  1] 52.0000-53.0000 sec  1 datagrams received out-of-order
[  1] 53.0000-54.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.035 ms 6772/8918 (76%)
[  1] 54.0000-55.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.078 ms 6765/8914 (76%)
[  1] 55.0000-56.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.355 ms 6766/8916 (76%)
[  1] 56.0000-57.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.047 ms 6781/8920 (76%)
[  1] 57.0000-58.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.030 ms 6765/8914 (76%)
[  1] 58.0000-59.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.040 ms 6769/8919 (76%)
[  1] 59.0000-60.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.038 ms 6765/8914 (76%)
[  1] 60.0000-61.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.054 ms 6769/8919 (76%)
[  1] 60.0000-61.0000 sec  1 datagrams received out-of-order
[  1] 61.0000-62.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.089 ms 6765/8914 (76%)
[  1] 62.0000-63.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.033 ms 6768/8918 (76%)
[  1] 63.0000-64.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.047 ms 6767/8916 (76%)
[  1] 64.0000-65.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.044 ms 6768/8918 (76%)
[  1] 65.0000-66.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.111 ms 6762/8911 (76%)
[  1] 66.0000-67.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.094 ms 6773/8923 (76%)
[  1] 67.0000-68.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.057 ms 6765/8914 (76%)
[  1] 68.0000-69.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.048 ms 6768/8918 (76%)
[  1] 69.0000-70.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.050 ms 6765/8914 (76%)
[  1] 70.0000-71.0000 sec  2.97 MBytes  24.9 Mbits/sec   0.055 ms 6797/8916 (76%)
[  1] 71.0000-72.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.175 ms 6769/8919 (76%)
[  1] 72.0000-73.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.034 ms 6764/8913 (76%)
[  1] 73.0000-74.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.177 ms 6767/8917 (76%)
[  1] 74.0000-75.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.035 ms 6768/8917 (76%)
[  1] 75.0000-76.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.049 ms 6769/8919 (76%)
[  1] 76.0000-77.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.056 ms 6766/8915 (76%)
[  1] 76.0000-77.0000 sec  1 datagrams received out-of-order
[  1] 77.0000-78.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.034 ms 6769/8917 (76%)
[  1] 78.0000-79.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.035 ms 6766/8915 (76%)
[  1] 79.0000-80.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.048 ms 6769/8919 (76%)
[  1] 80.0000-81.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.155 ms 6774/8913 (76%)
[  1] 80.0000-81.0000 sec  3 datagrams received out-of-order
[  1] 81.0000-82.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.035 ms 6768/8918 (76%)
[  1] 82.0000-83.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.081 ms 6766/8915 (76%)
[  1] 83.0000-84.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.165 ms 6768/8918 (76%)
[  1] 84.0000-85.0000 sec  3.00 MBytes  25.1 Mbits/sec   0.249 ms 6777/8915 (76%)
[  1] 85.0000-86.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.104 ms 6771/8920 (76%)
[  1] 86.0000-87.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.063 ms 6765/8914 (76%)
[  1] 87.0000-88.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.174 ms 6769/8919 (76%)
[  1] 88.0000-89.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.115 ms 6765/8914 (76%)
[  1] 89.0000-90.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.085 ms 6768/8918 (76%)
[  1] 90.0000-91.0000 sec  2.99 MBytes  25.1 Mbits/sec   0.150 ms 6781/8916 (76%)
[  1] 91.0000-92.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.040 ms 6768/8918 (76%)
[  1] 92.0000-93.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.046 ms 6764/8912 (76%)
[  1] 93.0000-94.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.148 ms 6770/8918 (76%)
[  1] 94.0000-95.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.033 ms 6768/8918 (76%)
[  1] 95.0000-96.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.048 ms 6767/8916 (76%)
[  1] 96.0000-97.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.060 ms 6767/8917 (76%)
[  1] 96.0000-97.0000 sec  1 datagrams received out-of-order
[  1] 97.0000-98.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.229 ms 6766/8915 (76%)
[  1] 97.0000-98.0000 sec  2 datagrams received out-of-order
[  1] 98.0000-99.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.090 ms 6766/8914 (76%)
[  1] 98.0000-99.0000 sec  1 datagrams received out-of-order
[  1] 99.0000-100.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.343 ms 6756/8906 (76%)
[  1] 100.0000-101.0000 sec  2.97 MBytes  25.0 Mbits/sec   0.039 ms 6808/8930 (76%)
[  1] 101.0000-102.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.094 ms 6766/8915 (76%)
[  1] 102.0000-103.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.064 ms 6768/8918 (76%)
[  1] 103.0000-104.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.139 ms 6767/8916 (76%)
[  1] 104.0000-105.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.118 ms 6768/8918 (76%)
[  1] 105.0000-106.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.166 ms 6765/8914 (76%)
[  1] 106.0000-107.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.079 ms 6769/8919 (76%)
[  1] 107.0000-108.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.035 ms 6766/8915 (76%)
[  1] 108.0000-109.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.045 ms 6769/8919 (76%)
[  1] 109.0000-110.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.046 ms 6765/8914 (76%)
[  1] 110.0000-111.0000 sec  2.99 MBytes  25.1 Mbits/sec   0.218 ms 6780/8916 (76%)
[  1] 111.0000-112.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.301 ms 6768/8914 (76%)
[  1] 112.0000-113.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.063 ms 6772/8922 (76%)
[  1] 112.0000-113.0000 sec  1 datagrams received out-of-order
[  1] 113.0000-114.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.081 ms 6765/8914 (76%)
[  1] 114.0000-115.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.119 ms 6765/8914 (76%)
[  1] 115.0000-116.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.045 ms 6769/8919 (76%)
[  1] 116.0000-117.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.033 ms 6765/8914 (76%)
[  1] 117.0000-118.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.078 ms 6771/8918 (76%)
[  1] 118.0000-119.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.071 ms 6772/8917 (76%)
[  1] 119.0000-120.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.039 ms 6768/8918 (76%)
[  1] 120.0000-121.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.046 ms 6766/8915 (76%)
[  1] 121.0000-122.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.050 ms 6768/8918 (76%)
[  1] 122.0000-123.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.046 ms 6765/8914 (76%)
[  1] 123.0000-124.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.042 ms 6769/8919 (76%)
[  1] 124.0000-125.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.113 ms 6766/8915 (76%)
[  1] 125.0000-126.0000 sec  2.97 MBytes  24.9 Mbits/sec   0.152 ms 6796/8917 (76%)
[  1] 126.0000-127.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.053 ms 6766/8915 (76%)
[  1] 127.0000-128.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.048 ms 6769/8919 (76%)
[  1] 128.0000-129.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.035 ms 6764/8913 (76%)
[  1] 129.0000-130.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.100 ms 6771/8921 (76%)
[  1] 130.0000-131.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.059 ms 6773/8914 (76%)
[  1] 131.0000-132.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.228 ms 6766/8915 (76%)
[  1] 132.0000-133.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.087 ms 6770/8917 (76%)
[  1] 133.0000-134.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.045 ms 6768/8918 (76%)
[  1] 134.0000-135.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.124 ms 6767/8912 (76%)
[  1] 134.0000-135.0000 sec  1 datagrams received out-of-order
[  1] 135.0000-136.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.080 ms 6770/8919 (76%)
[  1] 136.0000-137.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.077 ms 6769/8919 (76%)
[  1] 137.0000-138.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.037 ms 6776/8916 (76%)
[  1] 138.0000-139.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.045 ms 6766/8915 (76%)
[  1] 139.0000-140.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.049 ms 6767/8917 (76%)
[  1] 140.0000-141.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.040 ms 6766/8914 (76%)
[  1] 141.0000-142.0000 sec  2.96 MBytes  24.8 Mbits/sec   0.088 ms 6809/8919 (76%)
[  1] 142.0000-143.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.051 ms 6766/8915 (76%)
[  1] 143.0000-144.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.059 ms 6769/8919 (76%)
[  1] 144.0000-145.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.042 ms 6765/8914 (76%)
[  1] 145.0000-146.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.178 ms 6774/8920 (76%)
[  1] 146.0000-147.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.049 ms 6765/8914 (76%)
[  1] 147.0000-148.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.048 ms 6768/8918 (76%)
[  1] 148.0000-149.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.181 ms 6770/8919 (76%)
[  1] 148.0000-149.0000 sec  1 datagrams received out-of-order
[  1] 149.0000-150.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.050 ms 6761/8910 (76%)
[  1] 150.0000-151.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.063 ms 6769/8919 (76%)
[  1] 151.0000-152.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.060 ms 6766/8915 (76%)
[  1] 152.0000-153.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.055 ms 6772/8918 (76%)
[  1] 153.0000-154.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.076 ms 6769/8918 (76%)
[  1] 154.0000-155.0000 sec  2.98 MBytes  25.0 Mbits/sec   0.082 ms 6788/8915 (76%)
[  1] 154.0000-155.0000 sec  1 datagrams received out-of-order
[  1] 155.0000-156.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.157 ms 6768/8909 (76%)
[  1] 155.0000-156.0000 sec  1 datagrams received out-of-order
[  1] 156.0000-157.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.146 ms 6779/8923 (76%)
[  1] 156.0000-157.0000 sec  1 datagrams received out-of-order
[  1] 157.0000-158.0000 sec  2.99 MBytes  25.1 Mbits/sec   0.192 ms 6783/8915 (76%)
[  1] 157.0000-158.0000 sec  1 datagrams received out-of-order
[  1] 158.0000-159.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.051 ms 6768/8917 (76%)
[  1] 159.0000-160.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.047 ms 6768/8918 (76%)
[  1] 160.0000-161.0000 sec  2.98 MBytes  25.0 Mbits/sec   0.063 ms 6789/8915 (76%)
[  1] 160.0000-161.0000 sec  3 datagrams received out-of-order
[  1] 161.0000-162.0000 sec  2.99 MBytes  25.1 Mbits/sec   0.536 ms 6787/8919 (76%)
[  1] 162.0000-163.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.338 ms 6771/8911 (76%)
[  1] 163.0000-164.0000 sec  2.99 MBytes  25.1 Mbits/sec   0.270 ms 6785/8921 (76%)
[  1] 163.0000-164.0000 sec  1 datagrams received out-of-order
[  1] 164.0000-165.0000 sec  2.99 MBytes  25.1 Mbits/sec   0.045 ms 6783/8916 (76%)
[  1] 164.0000-165.0000 sec  4 datagrams received out-of-order
[  1] 165.0000-166.0000 sec  2.93 MBytes  24.6 Mbits/sec   0.042 ms 6825/8915 (77%)
[  1] 166.0000-167.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.326 ms 6770/8920 (76%)
[  1] 167.0000-168.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.230 ms 6764/8913 (76%)
[  1] 168.0000-169.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.069 ms 6770/8920 (76%)
[  1] 169.0000-170.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.201 ms 6765/8911 (76%)
[  1] 170.0000-171.0000 sec  2.98 MBytes  25.0 Mbits/sec   0.212 ms 6795/8919 (76%)
[  1] 170.0000-171.0000 sec  1 datagrams received out-of-order
[  1] 171.0000-172.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.165 ms 6776/8917 (76%)
[  1] 171.0000-172.0000 sec  1 datagrams received out-of-order
[  1] 172.0000-173.0000 sec  2.95 MBytes  24.7 Mbits/sec   0.326 ms 6805/8909 (76%)
[  1] 173.0000-174.0000 sec  3.01 MBytes  25.3 Mbits/sec   0.540 ms 6767/8917 (76%)
[  1] 173.0000-174.0000 sec  1 datagrams received out-of-order
[  1] 174.0000-175.0000 sec  2.91 MBytes  24.4 Mbits/sec   0.355 ms 6831/8910 (77%)
[  1] 174.0000-175.0000 sec  1 datagrams received out-of-order
[  1] 175.0000-176.0000 sec  2.96 MBytes  24.8 Mbits/sec   0.296 ms 6810/8919 (76%)
[  1] 175.0000-176.0000 sec  1 datagrams received out-of-order
[  1] 176.0000-177.0000 sec  2.97 MBytes  24.9 Mbits/sec   0.466 ms 6564/8679 (76%)
[  1] 176.0000-177.0000 sec  1 datagrams received out-of-order
[  1] 177.0000-178.0000 sec  2.99 MBytes  25.0 Mbits/sec   0.350 ms 7026/9156 (77%)
[  1] 178.0000-179.0000 sec  2.97 MBytes  25.0 Mbits/sec   0.243 ms 6803/8925 (76%)
[  1] 178.0000-179.0000 sec  2 datagrams received out-of-order
[  1] 179.0000-180.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.469 ms 6744/8886 (76%)
[  1] 179.0000-180.0000 sec  2 datagrams received out-of-order
[  1] 180.0000-181.0000 sec  2.88 MBytes  24.1 Mbits/sec   0.281 ms 6890/8943 (77%)
[  1] 180.0000-181.0000 sec  1 datagrams received out-of-order
[  1] 181.0000-182.0000 sec  2.95 MBytes  24.8 Mbits/sec   0.348 ms 6803/8909 (76%)
[  1] 181.0000-182.0000 sec  1 datagrams received out-of-order
[  1] 182.0000-183.0000 sec  2.97 MBytes  24.9 Mbits/sec   0.457 ms 6814/8930 (76%)
[  1] 182.0000-183.0000 sec  11 datagrams received out-of-order
[  1] 183.0000-184.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.304 ms 6769/8914 (76%)
[  1] 183.0000-184.0000 sec  1 datagrams received out-of-order
[  1] 184.0000-185.0000 sec  2.98 MBytes  25.0 Mbits/sec   0.505 ms 6782/8908 (76%)
[  1] 184.0000-185.0000 sec  1 datagrams received out-of-order
[  1] 185.0000-186.0000 sec  2.97 MBytes  24.9 Mbits/sec   0.128 ms 6810/8929 (76%)
[  1] 185.0000-186.0000 sec  1 datagrams received out-of-order
[  1] 186.0000-187.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.264 ms 6760/8907 (76%)
[  1] 187.0000-188.0000 sec  2.99 MBytes  25.1 Mbits/sec   0.498 ms 6784/8916 (76%)
[  1] 187.0000-188.0000 sec  3 datagrams received out-of-order
[  1] 188.0000-189.0000 sec  3.00 MBytes  25.2 Mbits/sec   0.519 ms 6775/8915 (76%)
[  1] 188.0000-189.0000 sec  4 datagrams received out-of-order
[  1] 189.0000-190.0000 sec  2.97 MBytes  25.0 Mbits/sec   0.570 ms 6760/8882 (76%)
[  1] 189.0000-190.0000 sec  1 datagrams received out-of-order
[  1] 190.0000-191.0000 sec  2.91 MBytes  24.4 Mbits/sec   0.256 ms 6879/8958 (77%)
[  1] 191.0000-192.0000 sec  2.94 MBytes  24.7 Mbits/sec   0.495 ms 6814/8911 (76%)
[  1] 191.0000-192.0000 sec  1 datagrams received out-of-order
[  1] 192.0000-193.0000 sec  2.96 MBytes  24.8 Mbits/sec   0.326 ms 6815/8923 (76%)
[  1] 192.0000-193.0000 sec  3 datagrams received out-of-order
[  1] 193.0000-194.0000 sec  2.93 MBytes  24.6 Mbits/sec   0.522 ms 6828/8917 (77%)
[  1] 193.0000-194.0000 sec  5 datagrams received out-of-order
[  1] 194.0000-195.0000 sec  3.01 MBytes  25.2 Mbits/sec   0.439 ms 6771/8916 (76%)
[  1] 194.0000-195.0000 sec  3 datagrams received out-of-order
[  1] 195.0000-196.0000 sec  3.00 MBytes  25.1 Mbits/sec   0.694 ms 6748/8886 (76%)
