------------------------------------------------------------
Server listening on TCP port 58364
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.7 port 58364 connected with 10.0.0.4 port 46948 (icwnd/mss/irtt=14/1448/15415)
[ ID] Interval       Transfer     Bandwidth
[  1] 1099.0000-1100.0000 sec   143 KBytes  1.17 Mbits/sec
[  1] 1100.0000-1101.0000 sec   239 KBytes  1.96 Mbits/sec
[  1] 1101.0000-1102.0000 sec   430 KBytes  3.52 Mbits/sec
[  1] 1102.0000-1103.0000 sec   296 KBytes  2.42 Mbits/sec
[  1] 1103.0000-1104.0000 sec  66.5 KBytes   544 Kbits/sec
[  1] 1104.0000-1105.0000 sec   413 KBytes  3.38 Mbits/sec
[  1] 1105.0000-1106.0000 sec   342 KBytes  2.80 Mbits/sec
[  1] 1106.0000-1107.0000 sec   373 KBytes  3.06 Mbits/sec
[  1] 1107.0000-1108.0000 sec   297 KBytes  2.43 Mbits/sec
[  1] 1108.0000-1109.0000 sec  55.1 KBytes   452 Kbits/sec
[  1] 1109.0000-1110.0000 sec   416 KBytes  3.41 Mbits/sec
[  1] 1110.0000-1111.0000 sec   519 KBytes  4.25 Mbits/sec
[  1] 1111.0000-1112.0000 sec   468 KBytes  3.83 Mbits/sec
[  1] 1112.0000-1113.0000 sec   198 KBytes  1.62 Mbits/sec
[  1] 1113.0000-1114.0000 sec   609 KBytes  4.99 Mbits/sec
[  1] 1114.0000-1115.0000 sec  74.9 KBytes   614 Kbits/sec
[  1] 1115.0000-1116.0000 sec   386 KBytes  3.16 Mbits/sec
[  1] 1116.0000-1117.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1117.0000-1118.0000 sec  31.1 KBytes   255 Kbits/sec
[  1] 1118.0000-1119.0000 sec  49.5 KBytes   405 Kbits/sec
[  1] 1119.0000-1120.0000 sec   536 KBytes  4.39 Mbits/sec
[  1] 1120.0000-1121.0000 sec   270 KBytes  2.21 Mbits/sec
[  1] 1121.0000-1122.0000 sec   522 KBytes  4.27 Mbits/sec
[  1] 1122.0000-1123.0000 sec   228 KBytes  1.87 Mbits/sec
[  1] 1123.0000-1124.0000 sec   518 KBytes  4.24 Mbits/sec
[  1] 1124.0000-1125.0000 sec  46.7 KBytes   382 Kbits/sec
[  1] 1125.0000-1126.0000 sec  29.7 KBytes   243 Kbits/sec
[  1] 1126.0000-1127.0000 sec   363 KBytes  2.98 Mbits/sec
[  1] 1127.0000-1128.0000 sec   240 KBytes  1.97 Mbits/sec
[  1] 1128.0000-1129.0000 sec   443 KBytes  3.63 Mbits/sec
[  1] 1129.0000-1130.0000 sec   226 KBytes  1.85 Mbits/sec
[  1] 1130.0000-1131.0000 sec   122 KBytes   996 Kbits/sec
[  1] 1131.0000-1132.0000 sec   532 KBytes  4.36 Mbits/sec
[  1] 1132.0000-1133.0000 sec  42.4 KBytes   348 Kbits/sec
[  1] 1133.0000-1134.0000 sec  1.04 MBytes  8.70 Mbits/sec
[  1] 1134.0000-1135.0000 sec   287 KBytes  2.35 Mbits/sec
[  1] 1135.0000-1136.0000 sec   399 KBytes  3.27 Mbits/sec
[  1] 1136.0000-1137.0000 sec   342 KBytes  2.80 Mbits/sec
[  1] 1137.0000-1138.0000 sec   566 KBytes  4.63 Mbits/sec
[  1] 1138.0000-1139.0000 sec   269 KBytes  2.20 Mbits/sec
[  1] 1139.0000-1140.0000 sec   400 KBytes  3.28 Mbits/sec
[  1] 1140.0000-1141.0000 sec   440 KBytes  3.60 Mbits/sec
[  1] 1141.0000-1142.0000 sec   414 KBytes  3.39 Mbits/sec
[  1] 1142.0000-1143.0000 sec   257 KBytes  2.11 Mbits/sec
[  1] 1143.0000-1144.0000 sec   187 KBytes  1.53 Mbits/sec
[  1] 1144.0000-1145.0000 sec   380 KBytes  3.12 Mbits/sec
[  1] 1145.0000-1146.0000 sec   430 KBytes  3.52 Mbits/sec
[  1] 1146.0000-1147.0000 sec   263 KBytes  2.15 Mbits/sec
[  1] 1147.0000-1148.0000 sec   249 KBytes  2.04 Mbits/sec
[  1] 1148.0000-1149.0000 sec   262 KBytes  2.14 Mbits/sec
[  1] 1149.0000-1150.0000 sec   358 KBytes  2.93 Mbits/sec
[  1] 1150.0000-1151.0000 sec   417 KBytes  3.42 Mbits/sec
[  1] 1151.0000-1152.0000 sec   153 KBytes  1.25 Mbits/sec
[  1] 1152.0000-1153.0000 sec  36.8 KBytes   301 Kbits/sec
[  1] 1153.0000-1154.0000 sec   339 KBytes  2.78 Mbits/sec
[  1] 1154.0000-1155.0000 sec   430 KBytes  3.52 Mbits/sec
[  1] 1155.0000-1156.0000 sec   324 KBytes  2.65 Mbits/sec
[  1] 1156.0000-1157.0000 sec   305 KBytes  2.50 Mbits/sec
[  1] 1157.0000-1158.0000 sec   383 KBytes  3.14 Mbits/sec
[  1] 1158.0000-1159.0000 sec  56.6 KBytes   463 Kbits/sec
[  1] 1159.0000-1160.0000 sec   434 KBytes  3.56 Mbits/sec
[  1] 1160.0000-1161.0000 sec   455 KBytes  3.73 Mbits/sec
[  1] 1161.0000-1162.0000 sec   208 KBytes  1.70 Mbits/sec
[  1] 1162.0000-1163.0000 sec   324 KBytes  2.65 Mbits/sec
[  1] 1163.0000-1164.0000 sec   532 KBytes  4.36 Mbits/sec
[  1] 1164.0000-1165.0000 sec   328 KBytes  2.69 Mbits/sec
[  1] 1165.0000-1166.0000 sec   298 KBytes  2.44 Mbits/sec
[  1] 1166.0000-1167.0000 sec   191 KBytes  1.56 Mbits/sec
[  1] 1167.0000-1168.0000 sec   188 KBytes  1.54 Mbits/sec
[  1] 1168.0000-1169.0000 sec   526 KBytes  4.31 Mbits/sec
[  1] 1169.0000-1170.0000 sec   235 KBytes  1.92 Mbits/sec
[  1] 1170.0000-1171.0000 sec   216 KBytes  1.77 Mbits/sec
[  1] 1171.0000-1172.0000 sec   344 KBytes  2.81 Mbits/sec
[  1] 1172.0000-1173.0000 sec   489 KBytes  4.01 Mbits/sec
[  1] 1173.0000-1174.0000 sec   290 KBytes  2.37 Mbits/sec
[  1] 1174.0000-1175.0000 sec   270 KBytes  2.21 Mbits/sec
[  1] 1175.0000-1176.0000 sec   318 KBytes  2.61 Mbits/sec
[  1] 1176.0000-1177.0000 sec   348 KBytes  2.85 Mbits/sec
[  1] 1177.0000-1178.0000 sec  93.3 KBytes   765 Kbits/sec
[  1] 1178.0000-1179.0000 sec   420 KBytes  3.44 Mbits/sec
[  1] 1179.0000-1180.0000 sec   156 KBytes  1.27 Mbits/sec
[  1] 1180.0000-1181.0000 sec   198 KBytes  1.62 Mbits/sec
[  1] 1181.0000-1182.0000 sec  48.1 KBytes   394 Kbits/sec
[  1] 1182.0000-1183.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1183.0000-1184.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1184.0000-1185.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1185.0000-1186.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1186.0000-1187.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1187.0000-1188.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1188.0000-1189.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1189.0000-1190.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1190.0000-1191.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 1191.0000-1192.0000 sec  82.0 KBytes   672 Kbits/sec
[  1] 1192.0000-1193.0000 sec   144 KBytes  1.18 Mbits/sec
[  1] 1193.0000-1194.0000 sec   153 KBytes  1.25 Mbits/sec
[  1] 1194.0000-1195.0000 sec  58.0 KBytes   475 Kbits/sec
[  1] 1195.0000-1196.0000 sec   191 KBytes  1.56 Mbits/sec
[  1] 1196.0000-1197.0000 sec   532 KBytes  4.36 Mbits/sec
[  1] 1197.0000-1198.0000 sec   556 KBytes  4.55 Mbits/sec
recv failed: Connection reset by peer
[  1] 1198.0000-1198.5058 sec   164 KBytes  2.66 Mbits/sec
[  1] 0.0000-1198.5058 sec   623 MBytes  4.36 Mbits/sec
