------------------------------------------------------------
Server listening on UDP port 23831
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.2 port 23831 connected with 10.0.0.13 port 33737
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 89.0000-90.0000 sec   106 KBytes   870 Kbits/sec   0.410 ms 3/77 (3.9%)
[  1] 90.0000-91.0000 sec   108 KBytes   882 Kbits/sec   0.765 ms 4/79 (5.1%)
[  1] 91.0000-92.0000 sec   102 KBytes   835 Kbits/sec   0.461 ms 7/78 (9%)
[  1] 92.0000-93.0000 sec   102 KBytes   835 Kbits/sec   0.479 ms 8/79 (10%)
[  1] 93.0000-94.0000 sec   106 KBytes   870 Kbits/sec   0.238 ms 4/78 (5.1%)
[  1] 94.0000-95.0000 sec   105 KBytes   858 Kbits/sec   0.441 ms 5/78 (6.4%)
[  1] 95.0000-96.0000 sec   108 KBytes   882 Kbits/sec   0.472 ms 4/79 (5.1%)
[  1] 96.0000-97.0000 sec   109 KBytes   894 Kbits/sec   0.590 ms 2/78 (2.6%)
[  1] 97.0000-98.0000 sec   106 KBytes   870 Kbits/sec   0.367 ms 5/79 (6.3%)
[  1] 98.0000-99.0000 sec   106 KBytes   870 Kbits/sec   0.402 ms 4/78 (5.1%)
[  1] 99.0000-100.0000 sec   109 KBytes   894 Kbits/sec   0.216 ms 2/78 (2.6%)
[  1] 100.0000-101.0000 sec   105 KBytes   858 Kbits/sec   0.494 ms 6/79 (7.6%)
[  1] 101.0000-102.0000 sec   106 KBytes   870 Kbits/sec   0.402 ms 4/78 (5.1%)
[  1] 102.0000-103.0000 sec   106 KBytes   870 Kbits/sec   0.473 ms 4/78 (5.1%)
[  1] 103.0000-104.0000 sec   109 KBytes   894 Kbits/sec   0.490 ms 3/79 (3.8%)
[  1] 104.0000-105.0000 sec   100 KBytes   823 Kbits/sec   0.415 ms 8/78 (10%)
[  1] 105.0000-106.0000 sec   111 KBytes   906 Kbits/sec   0.477 ms 2/79 (2.5%)
[  1] 106.0000-107.0000 sec   103 KBytes   847 Kbits/sec   0.557 ms 6/78 (7.7%)
[  1] 107.0000-108.0000 sec   108 KBytes   882 Kbits/sec   0.442 ms 2/77 (2.6%)
[  1] 108.0000-109.0000 sec   105 KBytes   858 Kbits/sec   0.512 ms 7/80 (8.8%)
[  1] 109.0000-110.0000 sec   105 KBytes   858 Kbits/sec   0.445 ms 5/78 (6.4%)
[  1] 110.0000-111.0000 sec  76.1 KBytes   623 Kbits/sec   0.827 ms 25/78 (32%)
[  1] 111.0000-112.0000 sec  44.5 KBytes   365 Kbits/sec  32.157 ms 0/32 (0%)
[  1] 111.0000-112.0000 sec  1 datagrams received out-of-order
[  1] 112.0000-113.0000 sec  0.000 Bytes  0.000 bits/sec  32.157 ms 0/0 (-nan%)
[  1] 113.0000-114.0000 sec  0.000 Bytes  0.000 bits/sec  32.157 ms 0/0 (-nan%)
[  1] 114.0000-115.0000 sec  0.000 Bytes  0.000 bits/sec  32.157 ms 0/0 (-nan%)
[  1] 115.0000-116.0000 sec  0.000 Bytes  0.000 bits/sec  32.157 ms 0/0 (-nan%)
[  1] 116.0000-117.0000 sec  58.9 KBytes   482 Kbits/sec  11.643 ms 397/438 (91%)
[  1] 117.0000-118.0000 sec   108 KBytes   882 Kbits/sec   0.682 ms 4/79 (5.1%)
[  1] 118.0000-119.0000 sec   103 KBytes   847 Kbits/sec   0.499 ms 6/78 (7.7%)
[  1] 119.0000-120.0000 sec   100 KBytes   823 Kbits/sec   0.855 ms 8/78 (10%)
[  1] 120.0000-121.0000 sec   109 KBytes   894 Kbits/sec   0.434 ms 3/79 (3.8%)
[  1] 121.0000-122.0000 sec   105 KBytes   858 Kbits/sec   0.500 ms 5/78 (6.4%)
[  1] 122.0000-123.0000 sec   106 KBytes   870 Kbits/sec   0.337 ms 5/79 (6.3%)
[  1] 123.0000-124.0000 sec   112 KBytes   917 Kbits/sec   0.491 ms 0/78 (0%)
[  1] 124.0000-125.0000 sec   113 KBytes   929 Kbits/sec   0.283 ms 0/79 (0%)
[  1] 125.0000-126.0000 sec   112 KBytes   917 Kbits/sec   0.556 ms 0/78 (0%)
[  1] 126.0000-127.0000 sec   113 KBytes   929 Kbits/sec   0.240 ms 0/79 (0%)
[  1] 127.0000-128.0000 sec   112 KBytes   917 Kbits/sec   0.273 ms 0/78 (0%)
[  1] 128.0000-129.0000 sec   112 KBytes   917 Kbits/sec   0.183 ms 0/78 (0%)
[  1] 129.0000-130.0000 sec   113 KBytes   929 Kbits/sec   0.094 ms 0/79 (0%)
[  1] 130.0000-131.0000 sec   112 KBytes   917 Kbits/sec   0.291 ms 0/78 (0%)
[  1] 131.0000-132.0000 sec   112 KBytes   917 Kbits/sec   0.502 ms 0/78 (0%)
[  1] 132.0000-133.0000 sec   113 KBytes   929 Kbits/sec   0.469 ms 0/79 (0%)
[  1] 133.0000-134.0000 sec   111 KBytes   906 Kbits/sec   0.438 ms 1/78 (1.3%)
[  1] 134.0000-135.0000 sec   112 KBytes   917 Kbits/sec   0.080 ms 0/78 (0%)
[  1] 135.0000-136.0000 sec   113 KBytes   929 Kbits/sec   0.275 ms 0/79 (0%)
[  1] 136.0000-137.0000 sec   112 KBytes   917 Kbits/sec   0.200 ms 0/78 (0%)
[  1] 137.0000-138.0000 sec   113 KBytes   929 Kbits/sec   0.137 ms 0/79 (0%)
[  1] 138.0000-139.0000 sec   112 KBytes   917 Kbits/sec   0.348 ms 0/78 (0%)
[  1] 139.0000-140.0000 sec   112 KBytes   917 Kbits/sec   0.176 ms 0/78 (0%)
[  1] 140.0000-141.0000 sec   113 KBytes   929 Kbits/sec   0.097 ms 0/79 (0%)
[  1] 141.0000-142.0000 sec   112 KBytes   917 Kbits/sec   0.216 ms 0/78 (0%)
[  1] 142.0000-143.0000 sec   112 KBytes   917 Kbits/sec   0.066 ms 0/78 (0%)
[  1] 143.0000-144.0000 sec   113 KBytes   929 Kbits/sec   0.169 ms 0/79 (0%)
[  1] 144.0000-145.0000 sec   112 KBytes   917 Kbits/sec   0.080 ms 0/78 (0%)
[  1] 0.0000-145.0049 sec  14.7 MBytes   849 Kbits/sec   0.077 ms 895/11367 (7.9%)
[  1] 0.0000-145.0049 sec  1 datagrams received out-of-order
[  3] WARNING: ack of last datagram failed.
