------------------------------------------------------------
Server listening on TCP port 39506
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.14 port 39506 connected with 10.0.0.8 port 36672
[ ID] Interval       Transfer     Bandwidth
[  1] 0.0000-1.0000 sec  3.12 MBytes  26.2 Mbits/sec
[  1] 1.0000-2.0000 sec  3.20 MBytes  26.8 Mbits/sec
[  1] 2.0000-3.0000 sec  2.45 MBytes  20.6 Mbits/sec
[  1] 3.0000-4.0000 sec  2.99 MBytes  25.1 Mbits/sec
[  1] 4.0000-5.0000 sec  3.22 MBytes  27.0 Mbits/sec
[  1] 5.0000-6.0000 sec  3.06 MBytes  25.6 Mbits/sec
[  1] 6.0000-7.0000 sec  3.00 MBytes  25.2 Mbits/sec
[  1] 7.0000-8.0000 sec  2.57 MBytes  21.6 Mbits/sec
[  1] 8.0000-9.0000 sec  3.28 MBytes  27.5 Mbits/sec
[  1] 9.0000-10.0000 sec  2.64 MBytes  22.1 Mbits/sec
[  1] 10.0000-11.0000 sec  3.02 MBytes  25.3 Mbits/sec
[  1] 11.0000-12.0000 sec  3.18 MBytes  26.7 Mbits/sec
[  1] 12.0000-13.0000 sec  2.48 MBytes  20.8 Mbits/sec
[  1] 13.0000-14.0000 sec  3.14 MBytes  26.4 Mbits/sec
[  1] 14.0000-15.0000 sec  3.11 MBytes  26.1 Mbits/sec
[  1] 15.0000-16.0000 sec  3.03 MBytes  25.5 Mbits/sec
[  1] 16.0000-17.0000 sec  3.06 MBytes  25.6 Mbits/sec
[  1] 17.0000-18.0000 sec  3.08 MBytes  25.8 Mbits/sec
[  1] 18.0000-19.0000 sec  2.49 MBytes  20.9 Mbits/sec
[  1] 19.0000-20.0000 sec  2.88 MBytes  24.1 Mbits/sec
[  1] 20.0000-21.0000 sec  3.33 MBytes  27.9 Mbits/sec
[  1] 21.0000-22.0000 sec  3.21 MBytes  27.0 Mbits/sec
[  1] 22.0000-23.0000 sec  3.41 MBytes  28.6 Mbits/sec
[  1] 23.0000-24.0000 sec  3.20 MBytes  26.8 Mbits/sec
[  1] 24.0000-25.0000 sec  3.22 MBytes  27.0 Mbits/sec
[  1] 25.0000-26.0000 sec  3.34 MBytes  28.0 Mbits/sec
[  1] 26.0000-27.0000 sec  2.75 MBytes  23.0 Mbits/sec
[  1] 27.0000-28.0000 sec  2.68 MBytes  22.5 Mbits/sec
[  1] 28.0000-29.0000 sec  2.32 MBytes  19.5 Mbits/sec
[  1] 29.0000-30.0000 sec  2.96 MBytes  24.8 Mbits/sec
[  1] 30.0000-31.0000 sec  3.27 MBytes  27.4 Mbits/sec
[  1] 31.0000-32.0000 sec  2.20 MBytes  18.5 Mbits/sec
[  1] 32.0000-33.0000 sec  2.28 MBytes  19.2 Mbits/sec
[  1] 33.0000-34.0000 sec  3.29 MBytes  27.6 Mbits/sec
[  1] 34.0000-35.0000 sec  3.15 MBytes  26.5 Mbits/sec
[  1] 35.0000-36.0000 sec  3.12 MBytes  26.1 Mbits/sec
[  1] 36.0000-37.0000 sec  2.95 MBytes  24.7 Mbits/sec
[  1] 37.0000-38.0000 sec  4.30 MBytes  36.1 Mbits/sec
[  1] 38.0000-39.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 39.0000-40.0000 sec  4.43 MBytes  37.2 Mbits/sec
[  1] 40.0000-41.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 41.0000-42.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 42.0000-43.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 43.0000-44.0000 sec  4.42 MBytes  37.1 Mbits/sec
