------------------------------------------------------------
Server listening on TCP port 39506
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.14 port 39506 connected with 10.0.0.8 port 36672
[ ID] Interval       Transfer     Bandwidth
[  1] 44.0000-45.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 45.0000-46.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 46.0000-47.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 47.0000-48.0000 sec  4.43 MBytes  37.2 Mbits/sec
[  1] 48.0000-49.0000 sec  1.93 MBytes  16.2 Mbits/sec
[  1] 49.0000-50.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 50.0000-51.0000 sec  2.70 MBytes  22.6 Mbits/sec
[  1] 51.0000-52.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 52.0000-53.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 53.0000-54.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 54.0000-55.0000 sec  4.40 MBytes  36.9 Mbits/sec
[  1] 55.0000-56.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 56.0000-57.0000 sec  4.40 MBytes  36.9 Mbits/sec
[  1] 57.0000-58.0000 sec  4.42 MBytes  37.0 Mbits/sec
[  1] 58.0000-59.0000 sec  4.40 MBytes  36.9 Mbits/sec
[  1] 59.0000-60.0000 sec  4.40 MBytes  36.9 Mbits/sec
[  1] 60.0000-61.0000 sec  4.38 MBytes  36.8 Mbits/sec
[  1] 61.0000-62.0000 sec  4.44 MBytes  37.2 Mbits/sec
[  1] 62.0000-63.0000 sec  4.40 MBytes  36.9 Mbits/sec
[  1] 63.0000-64.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 64.0000-65.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 65.0000-66.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 66.0000-67.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 67.0000-68.0000 sec  4.39 MBytes  36.8 Mbits/sec
[  1] 68.0000-69.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 69.0000-70.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 70.0000-71.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 71.0000-72.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 72.0000-73.0000 sec  3.41 MBytes  28.6 Mbits/sec
[  1] 73.0000-74.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 74.0000-75.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 75.0000-76.0000 sec  4.34 MBytes  36.4 Mbits/sec
[  1] 76.0000-77.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 77.0000-78.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 78.0000-79.0000 sec  4.33 MBytes  36.3 Mbits/sec
[  1] 79.0000-80.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 80.0000-81.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 81.0000-82.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 82.0000-83.0000 sec  4.37 MBytes  36.6 Mbits/sec
[  1] 83.0000-84.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 84.0000-85.0000 sec  4.37 MBytes  36.7 Mbits/sec
[  1] 85.0000-86.0000 sec  4.43 MBytes  37.1 Mbits/sec
[  1] 86.0000-87.0000 sec  4.42 MBytes  37.1 Mbits/sec
[  1] 0.0000-87.0952 sec   321 MBytes  30.9 Mbits/sec
