------------------------------------------------------------
Server listening on UDP port 28578
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.7 port 28578 connected with 10.0.0.8 port 59664
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 0.0000-1.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.064 ms 79517/81233 (98%)
[  1] 0.0000-1.0000 sec  37 datagrams received out-of-order
[  1] 1.0000-2.0000 sec  2.38 MBytes  20.0 Mbits/sec   0.224 ms 78318/80015 (98%)
[  1] 2.0000-3.0000 sec  2.37 MBytes  19.8 Mbits/sec   0.251 ms 78458/80145 (98%)
[  1] 3.0000-4.0000 sec  2.38 MBytes  20.0 Mbits/sec   0.165 ms 78593/80291 (98%)
[  1] 4.0000-5.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.216 ms 78577/80290 (98%)
[  1] 5.0000-6.0000 sec  2.38 MBytes  19.9 Mbits/sec   0.173 ms 78503/80199 (98%)
[  1] 6.0000-7.0000 sec  2.38 MBytes  20.0 Mbits/sec   0.166 ms 78552/80253 (98%)
[  1] 7.0000-8.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.171 ms 78543/80251 (98%)
[  1] 8.0000-9.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.195 ms 78534/80241 (98%)
[  1] 9.0000-10.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.227 ms 78437/80148 (98%)
[  1] 10.0000-11.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.217 ms 78614/80331 (98%)
[  1] 11.0000-12.0000 sec  2.40 MBytes  20.2 Mbits/sec   0.173 ms 78550/80265 (98%)
[  1] 12.0000-13.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.134 ms 78489/80196 (98%)
[  1] 13.0000-14.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.124 ms 78757/80470 (98%)
[  1] 14.0000-15.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.190 ms 78307/80017 (98%)
[  1] 15.0000-16.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.176 ms 78535/80247 (98%)
[  1] 16.0000-17.0000 sec  2.42 MBytes  20.3 Mbits/sec   0.066 ms 78877/80604 (98%)
[  1] 16.0000-17.0000 sec  1 datagrams received out-of-order
[  1] 17.0000-18.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.202 ms 78214/79926 (98%)
[  1] 18.0000-19.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.231 ms 78484/80192 (98%)
[  1] 19.0000-20.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.202 ms 78622/80340 (98%)
[  1] 20.0000-21.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.183 ms 78479/80191 (98%)
[  1] 21.0000-22.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.191 ms 78587/80294 (98%)
[  1] 22.0000-23.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.194 ms 78585/80293 (98%)
[  1] 23.0000-24.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.205 ms 78428/80145 (98%)
[  1] 24.0000-25.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.121 ms 78847/80564 (98%)
[  1] 25.0000-26.0000 sec  2.38 MBytes  20.0 Mbits/sec   0.223 ms 78225/79923 (98%)
[  1] 26.0000-27.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.239 ms 78574/80291 (98%)
[  1] 27.0000-28.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.151 ms 78567/80283 (98%)
[  1] 28.0000-29.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.193 ms 78539/80246 (98%)
[  1] 29.0000-30.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.166 ms 78543/80250 (98%)
[  1] 30.0000-31.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.203 ms 78485/80195 (98%)
[  1] 31.0000-32.0000 sec  2.40 MBytes  20.2 Mbits/sec   0.195 ms 78575/80289 (98%)
[  1] 32.0000-33.0000 sec  2.38 MBytes  19.9 Mbits/sec   0.158 ms 78689/80384 (98%)
[  1] 33.0000-34.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.198 ms 78487/80199 (98%)
[  1] 34.0000-35.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.166 ms 78483/80188 (98%)
[  1] 35.0000-36.0000 sec  2.38 MBytes  20.0 Mbits/sec   0.244 ms 78459/80160 (98%)
[  1] 36.0000-37.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.127 ms 78863/80573 (98%)
[  1] 37.0000-38.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.088 ms 78571/80280 (98%)
[  1] 38.0000-39.0000 sec  2.42 MBytes  20.3 Mbits/sec   0.078 ms 78520/80247 (98%)
[  1] 39.0000-40.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.176 ms 78223/79928 (98%)
[  1] 40.0000-41.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.184 ms 78533/80242 (98%)
[  1] 41.0000-42.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.266 ms 78578/80286 (98%)
[  1] 42.0000-43.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.190 ms 78532/80249 (98%)
[  1] 43.0000-44.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.222 ms 78666/80382 (98%)
[  1] 44.0000-45.0000 sec  2.38 MBytes  20.0 Mbits/sec   0.186 ms 78364/80065 (98%)
[  1] 45.0000-46.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.198 ms 78537/80246 (98%)
[  1] 46.0000-47.0000 sec  2.42 MBytes  20.3 Mbits/sec   0.215 ms 78600/80326 (98%)
[  1] 47.0000-48.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.189 ms 78484/80203 (98%)
[  1] 48.0000-49.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.179 ms 78532/80245 (98%)
[  1] 49.0000-50.0000 sec  2.37 MBytes  19.9 Mbits/sec   0.207 ms 78556/80245 (98%)
[  1] 50.0000-51.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.217 ms 78484/80204 (98%)
[  1] 51.0000-52.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.156 ms 78533/80239 (98%)
[  1] 52.0000-53.0000 sec  2.42 MBytes  20.3 Mbits/sec   0.198 ms 78567/80293 (98%)
[  1] 53.0000-54.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.193 ms 78539/80247 (98%)
[  1] 54.0000-55.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.199 ms 78590/80300 (98%)
[  1] 55.0000-56.0000 sec  2.43 MBytes  20.3 Mbits/sec   0.056 ms 78783/80513 (98%)
[  1] 56.0000-57.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.158 ms 78213/79929 (98%)
[  1] 57.0000-58.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.205 ms 78618/80335 (98%)
[  1] 58.0000-59.0000 sec  2.38 MBytes  19.9 Mbits/sec   0.175 ms 78543/80239 (98%)
[  1] 59.0000-60.0000 sec  2.41 MBytes  20.3 Mbits/sec   0.217 ms 78472/80194 (98%)
[  1] 60.0000-61.0000 sec  2.42 MBytes  20.3 Mbits/sec   0.176 ms 78528/80252 (98%)
[  1] 61.0000-62.0000 sec  2.43 MBytes  20.4 Mbits/sec   0.119 ms 78823/80556 (98%)
[  1] 62.0000-63.0000 sec  2.42 MBytes  20.3 Mbits/sec   0.071 ms 78522/80248 (98%)
[  1] 63.0000-64.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.211 ms 78315/80022 (98%)
[  1] 64.0000-65.0000 sec  2.41 MBytes  20.2 Mbits/sec   0.172 ms 78478/80196 (98%)
[  1] 64.0000-65.0000 sec  1 datagrams received out-of-order
[  1] 65.0000-66.0000 sec  2.40 MBytes  20.1 Mbits/sec   0.215 ms 78485/80194 (98%)
[  1] 66.0000-67.0000 sec  2.39 MBytes  20.1 Mbits/sec   0.203 ms 78537/80244 (98%)
