1,0,365.1,43.1,1241.0
2,0,0.0,0.0,1233.0
130,0,0.0,0.0,1502.0
3,0,0.0,0.0,1203.0
4,0,343.6,35.8,1443.0
133,0,257.5,247.0,1513.5
139,0,517.4,49.4,1407.0
142,0,0.0,0.0,1354.0
14,0,0.0,0.0,1241.0
145,0,522.3,52.84,1356.0
148,0,797.8,56.16,1214.0
21,0,462.5,36.1,1640.0
153,0,97.7,35.44,1471.5
28,0,194.4,44.6,1233.0
31,0,0.0,0.0,1183.0
159,0,0.0,0.0,1474.0
160,0,439.5,32.7,1253.0
32,0,417.7,46.7,1127.0
33,0,194.0,67.8,1298.0
35,0,140.0,25.6,1302.0
36,0,0.0,0.0,1143.5
38,0,480.5,44.0,1354.0
42,0,251.6,53.0,1203.0
44,0,542.1,34.9,1183.0
174,0,0.0,0.0,1594.0
46,0,0.0,0.0,1351.0
181,0,174.5,55.5,1449.0
56,0,322.3,87.16,1443.0
58,0,395.5,190.2,1127.0
59,0,208.3,46.76,1351.0
61,0,434.4,49.4,1519.0
62,0,0.0,0.0,1443.0
191,0,134.7,123.32,1407.0
63,0,1333.2,162.28,1117.0
192,0,493.7,57.5,1471.5
64,0,668.7,51.5,1289.0
65,0,0.0,0.0,1502.0
194,0,0.0,0.0,1449.0
72,0,0.0,0.0,1298.0
74,0,0.0,0.0,1519.0
76,0,0.0,0.0,1373.0
77,0,408.8,67.0,1549.0
78,0,0.0,0.0,1317.0
80,0,621.6,54.48,1356.0
81,0,167.9,30.88,1474.0
88,0,1103.0,276.2,1443.0
89,0,375.7,54.1,1373.0
95,0,143.9,23.88,1253.0
96,0,141.1,25.32,1594.0
99,0,213.3,57.5,1640.0
100,0,0.0,0.0,1302.0
102,0,709.4,51.4,1117.0
103,0,400.2,152.84,1549.0
107,0,44.6,21.64,1513.5
114,0,1254.3,73.5,1143.5
116,0,615.0,422.2,1289.0
117,0,1200.6,55.8,1317.0
122,0,602.0,54.0,1214.0
1,1,195.5,36.1,286.0
2,1,1230.6,51.4,347.5
130,1,1248.0,56.2,351.0
3,1,124.1,22.3,377.0
4,1,960.2,32.2,415.0
133,1,337.7,60.9,4222.0
139,1,563.7,61.5,371.5
142,1,815.8,420.76,395.0
14,1,514.5,35.5,286.0
145,1,504.3,55.24,360.0
148,1,735.1,59.5,320.5
21,1,881.6,447.16,345.5
153,1,405.0,55.0,426.5
28,1,179.5,37.9,347.5
31,1,583.8,51.24,352.5
159,1,654.7,35.1,422.0
160,1,261.2,42.4,321.0
32,1,102.9,36.88,295.0
33,1,742.2,57.6,357.5
35,1,529.2,41.56,314.0
36,1,276.6,126.24,295.0
38,1,445.3,69.38,395.0
42,1,404.3,56.1,377.0
44,1,990.1,47.88,352.5
174,1,431.2,40.56,464.5
46,1,1163.5,43.3,405.0
181,1,562.1,69.7,398.5
56,1,163.2,32.44,415.0
58,1,1337.6,239.12,295.0
59,1,526.0,54.4,405.0
61,1,540.4,47.2,387.0
62,1,410.9,51.1,386.0
191,1,307.9,50.9,371.5
63,1,364.7,53.3,310.0
192,1,454.8,54.0,426.5
64,1,385.7,47.5,318.0
65,1,176.0,68.2,351.0
194,1,197.1,51.5,398.5
72,1,852.9,51.48,357.5
74,1,547.3,174.12,387.0
76,1,528.1,47.92,405.0
77,1,421.0,53.0,1615.5
78,1,756.2,46.6,344.0
80,1,231.5,74.5,360.0
81,1,354.1,35.1,422.0
88,1,501.1,55.5,386.0
89,1,1222.5,60.3,405.0
95,1,124.6,15.64,321.0
96,1,342.8,62.6,464.5
99,1,315.4,119.4,345.5
100,1,1109.2,42.96,314.0
102,1,190.2,65.44,310.0
103,1,346.1,115.06,1615.5
107,1,29.2,9.52,4222.0
