20230521035612,10.0.0.4,65525,10.0.0.2,39366,3,0.0-1.0,1405320,11242560,17.203,505,1461,34.565,669
20230521035613,10.0.0.4,65525,10.0.0.2,39366,3,1.0-2.0,1345050,10760400,37.883,645,1560,41.346,742
20230521035614,10.0.0.4,65525,10.0.0.2,39366,3,2.0-3.0,1453830,11630640,26.138,532,1521,34.977,838
20230521035615,10.0.0.4,65525,10.0.0.2,39366,3,3.0-4.0,821730,6573840,46.050,924,1483,62.306,396
20230521035616,10.0.0.4,65525,10.0.0.2,39366,3,4.0-5.0,636510,5092080,62.113,661,1094,60.420,356
20230521035617,10.0.0.4,65525,10.0.0.2,39366,3,5.0-6.0,558600,4468800,324.434,1402,1782,78.676,292
20230521035618,10.0.0.4,65525,10.0.0.2,39366,3,6.0-7.0,489510,3916080,129.327,1107,1440,76.875,265
20230521035619,10.0.0.4,65525,10.0.0.2,39366,3,7.0-8.0,513030,4104240,78.600,1037,1386,74.820,295
20230521035620,10.0.0.4,65525,10.0.0.2,39366,3,8.0-9.0,439530,3516240,187.445,1285,1584,81.124,235
20230521035621,10.0.0.4,65525,10.0.0.2,39366,3,9.0-10.0,464520,3716160,5.924,798,1114,71.634,145
20230521035622,10.0.0.4,65525,10.0.0.2,39366,3,10.0-11.0,464520,3716160,2.137,1202,1518,79.183,0
20230521035623,10.0.0.4,65525,10.0.0.2,39366,3,11.0-12.0,343980,2751840,5.579,1121,1355,82.731,0
20230521035624,10.0.0.4,65525,10.0.0.2,39366,3,12.0-13.0,377790,3022320,5.384,1442,1699,84.873,0
20230521035625,10.0.0.4,65525,10.0.0.2,39366,3,13.0-14.0,551250,4410000,3.687,1254,1629,76.980,0
20230521035626,10.0.0.4,65525,10.0.0.2,39366,3,14.0-15.0,454230,3633840,5.271,944,1253,75.339,0
20230521035627,10.0.0.4,65525,10.0.0.2,39366,3,15.0-16.0,421890,3375120,4.840,1389,1676,82.876,0
20230521035628,10.0.0.4,65525,10.0.0.2,39366,3,16.0-17.0,424830,3398640,4.679,1379,1668,82.674,0
20230521035629,10.0.0.4,65525,10.0.0.2,39366,3,17.0-18.0,426300,3410400,4.338,1172,1462,80.164,0
20230521035630,10.0.0.4,65525,10.0.0.2,39366,3,18.0-19.0,420420,3363360,4.955,1350,1636,82.518,0
20230521035631,10.0.0.4,65525,10.0.0.2,39366,3,19.0-20.0,557130,4457040,4.529,1010,1389,72.714,0
20230521035632,10.0.0.4,65525,10.0.0.2,39366,3,20.0-21.0,461580,3692640,4.111,1277,1591,80.264,0
20230521035633,10.0.0.4,65525,10.0.0.2,39366,3,21.0-22.0,393960,3151680,4.624,1263,1531,82.495,0
20230521035634,10.0.0.4,65525,10.0.0.2,39366,3,22.0-23.0,586530,4692240,3.966,1288,1687,76.349,0
20230521035635,10.0.0.4,65525,10.0.0.2,39366,3,23.0-24.0,618870,4950960,1.897,1252,1673,74.836,0
20230521035636,10.0.0.4,65525,10.0.0.2,39366,3,24.0-25.0,611520,4892160,1.824,1078,1494,72.155,0
20230521035637,10.0.0.4,65525,10.0.0.2,39366,3,25.0-26.0,711480,5691840,2.923,1164,1648,70.631,0
20230521035638,10.0.0.4,65525,10.0.0.2,39366,3,26.0-27.0,1127490,9019920,1.141,1003,1770,56.667,0
20230521035639,10.0.0.4,65525,10.0.0.2,39366,3,27.0-28.0,867300,6938400,3.487,738,1328,55.572,0
20230521035640,10.0.0.4,65525,10.0.0.2,39366,3,28.0-29.0,2016840,16134720,2.788,492,1864,26.395,771
20230521035640,10.0.0.4,65525,10.0.0.2,39366,3,0.0-29.1,20133120,5540009,2.043,30713,44409,69.159,5050
read failed: Connection refused
