20230521062758,10.0.0.14,65525,10.0.0.2,55556,3,0.0-1.0,749700,5997600,5.872,3242,3752,86.407,329
20230521062800,10.0.0.14,65525,10.0.0.2,55556,3,1.0-2.0,27930,223440,3.968,35,54,64.815,10
20230521062800,10.0.0.14,65525,10.0.0.2,55556,3,2.0-3.0,0,0,3.968,0,0,-nan,0
20230521062801,10.0.0.14,65525,10.0.0.2,55556,3,3.0-4.0,373380,2987040,26.593,3021,3275,92.244,132
20230521062802,10.0.0.14,65525,10.0.0.2,55556,3,4.0-5.0,35280,282240,14.683,63,87,72.414,21
20230521062803,10.0.0.14,65525,10.0.0.2,55556,3,5.0-6.0,318990,2551920,9.282,1984,2201,90.141,113
20230521062807,10.0.0.14,65525,10.0.0.2,55556,3,6.0-7.0,132300,1058400,26.533,280,370,75.676,56
20230521062807,10.0.0.14,65525,10.0.0.2,55556,3,7.0-8.0,0,0,26.533,0,0,-nan,0
20230521062807,10.0.0.14,65525,10.0.0.2,55556,3,8.0-9.0,0,0,26.533,0,0,-nan,0
20230521062807,10.0.0.14,65525,10.0.0.2,55556,3,9.0-10.0,0,0,26.533,0,0,-nan,0
20230521062808,10.0.0.14,65525,10.0.0.2,55556,3,10.0-11.0,151410,1211280,12.075,5039,5142,97.997,67
20230521062812,10.0.0.14,65525,10.0.0.2,55556,3,11.0-12.0,63210,505680,8.379,4,8,50.000,39
20230521062812,10.0.0.14,65525,10.0.0.2,55556,3,12.0-13.0,0,0,8.379,0,0,-nan,0
20230521062812,10.0.0.14,65525,10.0.0.2,55556,3,13.0-14.0,0,0,8.379,0,0,-nan,0
20230521062812,10.0.0.14,65525,10.0.0.2,55556,3,14.0-15.0,0,0,8.379,0,0,-nan,0
20230521062813,10.0.0.14,65525,10.0.0.2,55556,3,15.0-16.0,127890,1023120,47.369,5271,5358,98.376,62
20230521062817,10.0.0.14,65525,10.0.0.2,55556,3,16.0-17.0,8820,70560,39.554,4,10,40.000,3
20230521062817,10.0.0.14,65525,10.0.0.2,55556,3,17.0-18.0,0,0,39.554,0,0,-nan,0
20230521062817,10.0.0.14,65525,10.0.0.2,55556,3,18.0-19.0,0,0,39.554,0,0,-nan,0
20230521062817,10.0.0.14,65525,10.0.0.2,55556,3,19.0-20.0,0,0,39.554,0,0,-nan,0
20230521062818,10.0.0.14,65525,10.0.0.2,55556,3,20.0-21.0,86730,693840,13.061,5790,5849,98.991,36
