1,0,0.034807783,0.02034143,0.039804988
2,0,0.0,0.0,0.03954839
130,0,0.0,0.0,0.048176542
3,0,0.0,0.0,0.03858614
4,0,0.032758024,0.016896129,0.04628412
133,0,0.024549447,0.116573855,0.048545405
139,0,0.049327713,0.023314772,0.045129426
14,0,0.0,0.0,0.039804988
142,0,0.0,0.0,0.043429457
145,0,0.04979486,0.024938308,0.043493606
148,0,0.076060385,0.026505213,0.038938962
21,0,0.04409367,0.017037716,0.052602883
153,0,0.00931449,0.016726224,0.04719826
28,0,0.018533641,0.021049365,0.03954839
159,0,0.0,0.0,0.047278445
31,0,0.0,0.0,0.03794464
160,0,0.041900903,0.015433057,0.040189885
32,0,0.039822545,0.022040483,0.036148444
33,0,0.018495508,0.031998817,0.041633256
35,0,0.013347274,0.012082148,0.04176156
36,0,0.0,0.0,0.03667768
38,0,0.045809746,0.020766191,0.043429457
42,0,0.023986956,0.025013823,0.03858614
44,0,0.051682547,0.016471367,0.03794464
174,0,0.0,0.0,0.051127434
46,0,0.0,0.0,0.04333323
181,0,0.016636424,0.02619372,0.046476573
56,0,0.030727327,0.04113594,0.04628412
58,0,0.037706047,0.089766584,0.036148444
59,0,0.019858837,0.022068799,0.04333323
61,0,0.04141468,0.023314772,0.048721816
62,0,0.0,0.0,0.04628412
191,0,0.012841984,0.058201976,0.045129426
63,0,0.12710416,0.076589495,0.035827696
192,0,0.047068205,0.027137637,0.04719826
64,0,0.06375229,0.024305884,0.041344583
65,0,0.0,0.0,0.048176542
194,0,0.0,0.0,0.046476573
72,0,0.0,0.0,0.041633256
74,0,0.0,0.0,0.048721816
76,0,0.0,0.0,0.044038877
77,0,0.038974036,0.031621248,0.049684063
78,0,0.0,0.0,0.042242683
80,0,0.05926189,0.025712322,0.043493606
81,0,0.016007192,0.014574091,0.047278445
88,0,0.10515745,0.13035506,0.04628412
89,0,0.03581836,0.025532976,0.044038877
95,0,0.013719089,0.011270378,0.040189885
96,0,0.013452145,0.01195,0.051127434
99,0,0.020335525,0.027137637,0.052602883
100,0,0.0,0.0,0.04176156
102,0,0.06763254,0.024258688,0.035827696
103,0,0.038154133,0.0721342,0.049684063
107,0,0.00425206,0.010213191,0.048545405
114,0,0.11958204,0.03468898,0.03667768
116,0,0.058632664,0.19926105,0.041344583
117,0,0.1144624,0.026335306,0.042242683
122,0,0.057393275,0.025485782,0.038938962
1,1,0.013876143,0.015000171,0.013752842
2,1,0.087345175,0.021357587,0.016710185
130,1,0.08858018,0.023352068,0.016878488
3,1,0.008808333,0.009266034,0.018128745
4,1,0.0681528,0.013379655,0.019956047
133,1,0.023969173,0.025305,0.20302272
139,1,0.04001014,0.025554307,0.017864268
14,1,0.036518034,0.014750861,0.013752842
142,1,0.057903614,0.17483303,0.018994309
145,1,0.03579406,0.022953171,0.01731127
148,1,0.05217571,0.024723275,0.015411838
21,1,0.062573954,0.18580268,0.01661401
153,1,0.028745972,0.022853447,0.020509046
28,1,0.012740499,0.015748102,0.016710185
