20230521052428,10.0.0.1,65525,10.0.0.10,34584,3,0.0-1.0,48510,388080,26.917,681,714,95.378,0
20230521052429,10.0.0.1,65525,10.0.0.10,34584,3,1.0-2.0,33810,270480,35.167,1470,1493,98.459,0
20230521052430,10.0.0.1,65525,10.0.0.10,34584,3,2.0-3.0,5880,47040,62.625,917,921,99.566,0
20230521052431,10.0.0.1,65525,10.0.0.10,34584,3,3.0-4.0,13230,105840,60.976,2287,2296,99.608,0
20230521052432,10.0.0.1,65525,10.0.0.10,34584,3,4.0-5.0,2940,23520,63.425,2131,2133,99.906,0
20230521052433,10.0.0.1,65525,10.0.0.10,34584,3,5.0-6.0,11760,94080,56.951,3093,3101,99.742,0
20230521052434,10.0.0.1,65525,10.0.0.10,34584,3,6.0-7.0,2940,23520,57.914,826,828,99.758,0
20230521052435,10.0.0.1,65525,10.0.0.10,34584,3,7.0-8.0,16170,129360,59.610,3117,3128,99.648,0
20230521052436,10.0.0.1,65525,10.0.0.10,34584,3,8.0-9.0,13230,105840,71.328,2721,2730,99.670,0
20230521052437,10.0.0.1,65525,10.0.0.10,34584,3,9.0-10.0,11760,94080,70.030,2764,2772,99.711,0
20230521052438,10.0.0.1,65525,10.0.0.10,34584,3,10.0-11.0,10290,82320,55.600,1636,1643,99.574,0
20230521052439,10.0.0.1,65525,10.0.0.10,34584,3,11.0-12.0,7350,58800,67.731,2547,2552,99.804,0
20230521052440,10.0.0.1,65525,10.0.0.10,34584,3,12.0-13.0,11760,94080,72.569,2212,2220,99.640,0
20230521052441,10.0.0.1,65525,10.0.0.10,34584,3,13.0-14.0,13230,105840,64.484,2450,2459,99.634,0
20230521052442,10.0.0.1,65525,10.0.0.10,34584,3,14.0-15.0,2940,23520,70.893,1650,1652,99.879,0
20230521052443,10.0.0.1,65525,10.0.0.10,34584,3,15.0-16.0,13230,105840,58.783,2396,2405,99.626,0
20230521052444,10.0.0.1,65525,10.0.0.10,34584,3,16.0-17.0,11760,94080,64.629,2012,2020,99.604,0
20230521052445,10.0.0.1,65525,10.0.0.10,34584,3,17.0-18.0,11760,94080,52.595,2650,2658,99.699,0
20230521052446,10.0.0.1,65525,10.0.0.10,34584,3,18.0-19.0,11760,94080,75.866,3635,3643,99.780,0
