20230521052448,10.0.0.14,65525,10.0.0.2,52587,3,0.0-1.0,267540,2140320,10.775,36185,36367,99.500,122
20230521052448,10.0.0.14,65525,10.0.0.2,52587,3,1.0-2.0,0,0,10.775,0,0,-nan,0
20230521052449,10.0.0.14,65525,10.0.0.2,52587,3,2.0-3.0,273420,2187360,13.678,3867,4053,95.411,123
20230521052450,10.0.0.14,65525,10.0.0.2,52587,3,3.0-4.0,258720,2069760,28.982,930,1106,84.087,117
20230521052453,10.0.0.14,65525,10.0.0.2,52587,3,4.0-5.0,235200,1881600,9.264,1344,1504,89.362,108
20230521052453,10.0.0.14,65525,10.0.0.2,52587,3,5.0-6.0,0,0,9.264,0,0,-nan,0
20230521052453,10.0.0.14,65525,10.0.0.2,52587,3,6.0-7.0,0,0,9.264,0,0,-nan,0
20230521052454,10.0.0.14,65525,10.0.0.2,52587,3,7.0-8.0,208740,1669920,4.933,7419,7561,98.122,94
20230521052455,10.0.0.14,65525,10.0.0.2,52587,3,8.0-9.0,460110,3680880,7.272,1827,2140,85.374,210
20230521052456,10.0.0.14,65525,10.0.0.2,52587,3,9.0-10.0,363090,2904720,7.416,1043,1290,80.853,171
20230521052457,10.0.0.14,65525,10.0.0.2,52587,3,10.0-11.0,327810,2622480,6.092,1803,2026,88.993,148
20230521052458,10.0.0.14,65525,10.0.0.2,52587,3,11.0-12.0,20580,164640,6.091,114,128,89.062,10
20230521052458,10.0.0.14,65525,10.0.0.2,52587,3,0.0-12.6,2416680,1531771,23.544,57031,58675,97.198,1103
