20230521062500,10.0.0.5,65525,10.0.0.6,39962,3,0.0-1.0,363090,2904720,19.476,1462,1709,85.547,154
20230521062504,10.0.0.5,65525,10.0.0.6,39962,3,1.0-2.0,136710,1093680,22.444,2,7,28.571,88
20230521062504,10.0.0.5,65525,10.0.0.6,39962,3,2.0-3.0,0,0,22.444,0,0,-nan,0
20230521062504,10.0.0.5,65525,10.0.0.6,39962,3,3.0-4.0,0,0,22.444,0,0,-nan,0
20230521062504,10.0.0.5,65525,10.0.0.6,39962,3,4.0-5.0,0,0,22.444,0,0,-nan,0
20230521062505,10.0.0.5,65525,10.0.0.6,39962,3,5.0-6.0,379260,3034080,24.889,8550,8808,97.071,153
20230521062509,10.0.0.5,65525,10.0.0.6,39962,3,6.0-7.0,192570,1540560,30.983,74,205,36.098,116
20230521062509,10.0.0.5,65525,10.0.0.6,39962,3,7.0-8.0,0,0,30.983,0,0,-nan,0
20230521062509,10.0.0.5,65525,10.0.0.6,39962,3,8.0-9.0,0,0,30.983,0,0,-nan,0
20230521062509,10.0.0.5,65525,10.0.0.6,39962,3,9.0-10.0,0,0,30.983,0,0,-nan,0
20230521062510,10.0.0.5,65525,10.0.0.6,39962,3,10.0-11.0,123480,987840,14.879,6978,7062,98.811,51
20230521062514,10.0.0.5,65525,10.0.0.6,39962,3,11.0-12.0,35280,282240,28.684,18,42,42.857,21
20230521062514,10.0.0.5,65525,10.0.0.6,39962,3,12.0-13.0,0,0,28.684,0,0,-nan,0
20230521062514,10.0.0.5,65525,10.0.0.6,39962,3,13.0-14.0,0,0,28.684,0,0,-nan,0
20230521062514,10.0.0.5,65525,10.0.0.6,39962,3,14.0-15.0,0,0,28.684,0,0,-nan,0
20230521062515,10.0.0.5,65525,10.0.0.6,39962,3,15.0-16.0,95550,764400,15.075,8663,8728,99.255,40
20230521062519,10.0.0.5,65525,10.0.0.6,39962,3,16.0-17.0,83790,670320,27.721,17,74,22.973,52
20230521062519,10.0.0.5,65525,10.0.0.6,39962,3,17.0-18.0,0,0,27.721,0,0,-nan,0
20230521062519,10.0.0.5,65525,10.0.0.6,39962,3,18.0-19.0,0,0,27.721,0,0,-nan,0
20230521062519,10.0.0.5,65525,10.0.0.6,39962,3,19.0-20.0,0,0,27.721,0,0,-nan,0
20230521062520,10.0.0.5,65525,10.0.0.6,39962,3,20.0-21.0,74970,599760,14.449,8211,8262,99.383,20
