20230521054256,10.0.0.7,65525,10.0.0.11,52520,3,0.0-1.0,904050,7232400,174.818,981,1596,61.466,290
20230521054257,10.0.0.7,65525,10.0.0.11,52520,3,1.0-2.0,979020,7832160,224.969,1242,1908,65.094,324
20230521054258,10.0.0.7,65525,10.0.0.11,52520,3,2.0-3.0,833490,6667920,221.648,1148,1715,66.939,250
20230521054259,10.0.0.7,65525,10.0.0.11,52520,3,3.0-4.0,608580,4868640,400.943,1408,1822,77.278,130
20230521054300,10.0.0.7,65525,10.0.0.11,52520,3,4.0-5.0,668850,5350800,450.475,1480,1935,76.486,145
20230521054301,10.0.0.7,65525,10.0.0.11,52520,3,5.0-6.0,662970,5303760,446.816,1408,1859,75.740,142
20230521054302,10.0.0.7,65525,10.0.0.11,52520,3,6.0-7.0,482160,3857280,529.829,1462,1790,81.676,86
20230521054303,10.0.0.7,65525,10.0.0.11,52520,3,7.0-8.0,648270,5186160,429.879,1518,1959,77.489,147
20230521054304,10.0.0.7,65525,10.0.0.11,52520,3,8.0-9.0,942270,7538160,189.733,1274,1915,66.527,292
20230521054305,10.0.0.7,65525,10.0.0.11,52520,3,9.0-10.0,970200,7761600,224.100,1222,1882,64.931,300
20230521054306,10.0.0.7,65525,10.0.0.11,52520,3,10.0-11.0,976080,7808640,249.982,1220,1884,64.756,305
20230521054307,10.0.0.7,65525,10.0.0.11,52520,3,11.0-12.0,902580,7220640,202.559,1332,1946,68.448,273
20230521054308,10.0.0.7,65525,10.0.0.11,52520,3,12.0-13.0,930510,7444080,141.050,1213,1846,65.710,279
20230521054309,10.0.0.7,65525,10.0.0.11,52520,3,13.0-14.0,602700,4821600,315.397,1305,1715,76.093,130
20230521054310,10.0.0.7,65525,10.0.0.11,52520,3,14.0-15.0,823200,6585600,304.452,1433,1993,71.902,203
20230521054311,10.0.0.7,65525,10.0.0.11,52520,3,15.0-16.0,899640,7197120,204.703,1324,1936,68.388,230
20230521054312,10.0.0.7,65525,10.0.0.11,52520,3,16.0-17.0,735000,5880000,339.261,1240,1740,71.264,184
20230521054313,10.0.0.7,65525,10.0.0.11,52520,3,17.0-18.0,1045170,8361360,202.289,1402,2113,66.351,329
20230521054313,10.0.0.7,65525,10.0.0.11,52520,3,0.0-18.2,14954310,6579331,0.919,23534,33707,69.819,4230
read failed: Connection refused
