20230521051216,10.0.0.11,65525,10.0.0.14,41382,3,0.0-1.0,236670,1893360,3.032,7323,7484,97.849,0
20230521051216,10.0.0.11,65525,10.0.0.14,41382,3,1.0-2.0,0,0,3.032,0,0,-nan,0
20230521051218,10.0.0.11,65525,10.0.0.14,41382,3,2.0-3.0,642390,5139120,0.726,1978,2415,81.905,0
20230521051218,10.0.0.11,65525,10.0.0.14,41382,3,3.0-4.0,0,0,0.726,0,0,-nan,0
20230521051219,10.0.0.11,65525,10.0.0.14,41382,3,4.0-5.0,662970,5303760,12.353,1855,2306,80.442,0
20230521051220,10.0.0.11,65525,10.0.0.14,41382,3,5.0-6.0,42630,341040,7.664,0,29,0.000,0
20230521051222,10.0.0.11,65525,10.0.0.14,41382,3,6.0-7.0,155820,1246560,4.888,1498,1604,93.392,0
20230521051222,10.0.0.11,65525,10.0.0.14,41382,3,7.0-8.0,0,0,4.888,0,0,-nan,0
20230521051224,10.0.0.11,65525,10.0.0.14,41382,3,8.0-9.0,136710,1093680,5.552,2045,2138,95.650,0
20230521051224,10.0.0.11,65525,10.0.0.14,41382,3,9.0-10.0,0,0,5.552,0,0,-nan,0
