20230521042906,10.0.0.7,65525,10.0.0.1,41603,3,0.0-1.0,339570,2716560,6.646,439,670,65.522,0
20230521042907,10.0.0.7,65525,10.0.0.1,41603,3,1.0-2.0,357210,2857680,8.012,1162,1405,82.705,0
20230521042908,10.0.0.7,65525,10.0.0.1,41603,3,2.0-3.0,298410,2387280,8.666,1368,1571,87.078,0
20230521042909,10.0.0.7,65525,10.0.0.1,41603,3,3.0-4.0,558600,4468800,5.054,922,1302,70.814,0
20230521042910,10.0.0.7,65525,10.0.0.1,41603,3,4.0-5.0,490980,3927840,3.843,913,1247,73.216,0
20230521042911,10.0.0.7,65525,10.0.0.1,41603,3,5.0-6.0,470400,3763200,3.996,878,1198,73.289,0
20230521042912,10.0.0.7,65525,10.0.0.1,41603,3,6.0-7.0,517440,4139520,3.230,1002,1354,74.003,0
20230521042913,10.0.0.7,65525,10.0.0.1,41603,3,7.0-8.0,464520,3716160,3.594,898,1214,73.970,0
20230521042914,10.0.0.7,65525,10.0.0.1,41603,3,8.0-9.0,540960,4327680,3.056,1006,1374,73.217,0
20230521042915,10.0.0.7,65525,10.0.0.1,41603,3,9.0-10.0,258720,2069760,9.076,414,590,70.169,0
20230521042916,10.0.0.7,65525,10.0.0.1,41603,3,10.0-11.0,301350,2410800,8.431,1426,1631,87.431,0
20230521042917,10.0.0.7,65525,10.0.0.1,41603,3,11.0-12.0,352800,2822400,6.119,1135,1375,82.545,0
20230521042918,10.0.0.7,65525,10.0.0.1,41603,3,12.0-13.0,311640,2493120,7.716,1226,1438,85.257,0
20230521042919,10.0.0.7,65525,10.0.0.1,41603,3,13.0-14.0,508620,4068960,2.747,876,1222,71.686,0
20230521042920,10.0.0.7,65525,10.0.0.1,41603,3,14.0-15.0,473340,3786720,5.319,1046,1368,76.462,0
20230521042921,10.0.0.7,65525,10.0.0.1,41603,3,15.0-16.0,474810,3798480,4.588,890,1213,73.372,0
20230521042922,10.0.0.7,65525,10.0.0.1,41603,3,16.0-17.0,502740,4021920,5.436,999,1341,74.497,0
20230521042923,10.0.0.7,65525,10.0.0.1,41603,3,17.0-18.0,729120,5832960,2.333,1011,1507,67.087,0
20230521042924,10.0.0.7,65525,10.0.0.1,41603,3,0.0-19.0,8589210,3616891,4.335,18388,24231,75.886,0
20230521042943,10.0.0.7,65525,10.0.0.12,40647,4,0.0-1.0,973140,7785120,107.826,1221,1882,64.878,373
20230521042944,10.0.0.7,65525,10.0.0.12,40647,4,1.0-2.0,964320,7714560,101.666,1080,1736,62.212,390
20230521042945,10.0.0.7,65525,10.0.0.12,40647,4,2.0-3.0,918750,7350000,134.555,1049,1674,62.664,408
20230521042946,10.0.0.7,65525,10.0.0.12,40647,4,3.0-4.0,821730,6573840,150.960,1287,1846,69.718,392
20230521042947,10.0.0.7,65525,10.0.0.12,40647,4,4.0-5.0,917280,7338240,125.261,1218,1842,66.124,445
20230521042948,10.0.0.7,65525,10.0.0.12,40647,4,5.0-6.0,610050,4880400,250.456,951,1366,69.619,285
20230521042949,10.0.0.7,65525,10.0.0.12,40647,4,6.0-7.0,1033410,8267280,159.436,1494,2197,68.002,480
20230521042950,10.0.0.7,65525,10.0.0.12,40647,4,7.0-8.0,933450,7467600,107.418,1139,1774,64.205,407
20230521042951,10.0.0.7,65525,10.0.0.12,40647,4,8.0-9.0,952560,7620480,137.711,1144,1792,63.839,415
20230521042952,10.0.0.7,65525,10.0.0.12,40647,4,9.0-10.0,889350,7114800,82.219,1154,1759,65.605,387
20230521042953,10.0.0.7,65525,10.0.0.12,40647,4,10.0-11.0,954030,7632240,127.238,1137,1786,63.662,405
20230521042954,10.0.0.7,65525,10.0.0.12,40647,4,11.0-12.0,889350,7114800,142.406,1077,1682,64.031,374
20230521042955,10.0.0.7,65525,10.0.0.12,40647,4,12.0-13.0,918750,7350000,116.075,1184,1809,65.451,410
20230521042956,10.0.0.7,65525,10.0.0.12,40647,4,13.0-14.0,712950,5703600,277.010,1342,1827,73.454,331
20230521042957,10.0.0.7,65525,10.0.0.12,40647,4,14.0-15.0,721770,5774160,185.829,1351,1842,73.344,350
20230521042958,10.0.0.7,65525,10.0.0.12,40647,4,15.0-16.0,736470,5891760,290.719,1041,1542,67.510,342
20230521042959,10.0.0.7,65525,10.0.0.12,40647,4,16.0-17.0,1006950,8055600,163.228,1428,2113,67.582,436
20230521043000,10.0.0.7,65525,10.0.0.12,40647,4,17.0-18.0,927570,7420560,138.730,1163,1794,64.827,355
20230521043001,10.0.0.7,65525,10.0.0.12,40647,4,18.0-19.0,1080450,8643600,84.654,1059,1794,59.030,462
20230521043002,10.0.0.7,65525,10.0.0.12,40647,4,19.0-20.0,1192170,9537360,80.614,978,1789,54.667,541
20230521043003,10.0.0.7,65525,10.0.0.12,40647,4,20.0-21.0,1268610,10148880,88.398,918,1781,51.544,589
20230521043004,10.0.0.7,65525,10.0.0.12,40647,4,21.0-22.0,1328880,10631040,81.035,877,1781,49.242,630
20230521043005,10.0.0.7,65525,10.0.0.12,40647,4,22.0-23.0,1324470,10595760,3.565,750,1651,45.427,647
20230521043005,10.0.0.7,65525,10.0.0.12,40647,4,0.0-23.1,22138200,7678304,0.645,26002,41061,63.325,9895
